id_telefone,Telefone,id_cliente
TEL_C03295_2,55849014016,C03295
TEL_C03295_3,55819174769,C03295
TEL_C03295_4,55219056980,C03295
TEL_C03296_1,55219258647,C03296
TEL_C03296_2,55119734019,C03296
TEL_C03296_3,55319820862,C03296
TEL_C03296_4,55219514713,C03296
TEL_C03297_1,55849728856,C03297
TEL_C03297_2,55319154118,C03297
TEL_C03297_3,55119563453,C03297
TEL_C03298_1,55519671211,C03298
TEL_C03298_2,55619618506,C03298
TEL_C03298_3,55319210690,C03298
TEL_C03299_1,55319431840,C03299
TEL_C03299_2,55819294780,C03299
TEL_C03299_3,55419384012,C03299
TEL_C03300_1,55819240852,C03300
TEL_C03300_2,55119988418,C03300
TEL_C03301_1,55819531745,C03301
TEL_C03301_2,55819798249,C03301
TEL_C03301_3,55819168882,C03301
TEL_C03302_1,55819820567,C03302
TEL_C03302_2,55419208443,C03302
TEL_C03302_3,55319003085,C03302
TEL_C03302_4,55319005043,C03302
TEL_C03303_1,55319994690,C03303
TEL_C03303_2,55219407210,C03303
TEL_C03303_3,55519901252,C03303
TEL_C03304_1,55719833790,C03304
TEL_C03304_2,55319602657,C03304
TEL_C03304_3,55849768274,C03304
TEL_C03305_1,55419959200,C03305
TEL_C03305_2,55819391820,C03305
TEL_C03305_3,55619804684,C03305
TEL_C03305_4,55519675254,C03305
TEL_C03306_1,55849353461,C03306
TEL_C03306_2,55619845274,C03306
TEL_C03307_1,55219787635,C03307
TEL_C03307_2,55719282803,C03307
TEL_C03308_1,55619639381,C03308
TEL_C03308_2,55819701106,C03308
TEL_C03308_3,55849467899,C03308
TEL_C03309_1,55219400876,C03309
TEL_C03309_2,55419340393,C03309
TEL_C03310_1,55719579187,C03310
TEL_C03310_2,55619482525,C03310
TEL_C03310_3,55819590635,C03310
TEL_C03311_1,55619313787,C03311
TEL_C03311_2,55119450141,C03311
TEL_C03311_3,55419914817,C03311
TEL_C03311_4,55819408057,C03311
TEL_C03312_1,55219447335,C03312
TEL_C03312_2,55849365571,C03312
TEL_C03312_3,55819014990,C03312
TEL_C03312_4,55819636275,C03312
TEL_C03313_1,55619111165,C03313
TEL_C03313_2,55319583937,C03313
TEL_C03313_3,55319140208,C03313
TEL_C03314_1,55849694778,C03314
TEL_C03314_2,55819599044,C03314
TEL_C03315_1,55819422436,C03315
TEL_C03315_2,55719611557,C03315
TEL_C03316_1,55519802038,C03316
TEL_C03316_2,55119253385,C03316
TEL_C03317_1,55849018082,C03317
TEL_C03317_2,55219211327,C03317
TEL_C03317_3,55319771957,C03317
TEL_C03318_1,55719407413,C03318
TEL_C03318_2,55619367534,C03318
TEL_C03319_1,55719480894,C03319
TEL_C03319_2,55419651125,C03319
TEL_C03319_3,55119207288,C03319
TEL_C03320_1,55719922385,C03320
TEL_C03320_2,55619109201,C03320
TEL_C03320_3,55719608794,C03320
TEL_C03320_4,55719575192,C03320
TEL_C03321_1,55219183293,C03321
TEL_C03321_2,55519694802,C03321
TEL_C03321_3,55519340560,C03321
TEL_C03322_1,55719889089,C03322
TEL_C03322_2,55849272810,C03322
TEL_C03322_3,55519742696,C03322
TEL_C03322_4,55419561874,C03322
TEL_C03323_1,55419881609,C03323
TEL_C03323_2,55849083256,C03323
TEL_C03324_1,55519633582,C03324
TEL_C03324_2,55619635522,C03324
TEL_C03324_3,55719647631,C03324
TEL_C03324_4,55119796711,C03324
TEL_C03325_1,55319964364,C03325
TEL_C03325_2,55219728197,C03325
TEL_C03326_1,55319639432,C03326
TEL_C03326_2,55319945470,C03326
TEL_C03327_1,55619589723,C03327
TEL_C03327_2,55219381492,C03327
TEL_C03327_3,55719560739,C03327
TEL_C03328_1,55719851035,C03328
TEL_C03328_2,55119239514,C03328
TEL_C03328_3,55119048428,C03328
TEL_C03329_1,55519221502,C03329
TEL_C03329_2,55619384837,C03329
TEL_C03329_3,55319727912,C03329
TEL_C03329_4,55719908237,C03329
TEL_C03330_1,55719961968,C03330
TEL_C03330_2,55719147703,C03330
TEL_C03330_3,55219130124,C03330
TEL_C03331_1,55319767114,C03331
TEL_C03331_2,55849753307,C03331
TEL_C03331_3,55519421585,C03331
TEL_C03332_1,55719343173,C03332
TEL_C03332_2,55519715629,C03332
TEL_C03332_3,55419043495,C03332
TEL_C03333_1,55719085963,C03333
TEL_C03333_2,55119714928,C03333
TEL_C03334_1,55719921163,C03334
TEL_C03334_2,55219787711,C03334
TEL_C03335_1,55819402678,C03335
TEL_C03335_2,55619599726,C03335
TEL_C03335_3,55119135663,C03335
TEL_C03335_4,55219631210,C03335
TEL_C03336_1,55419154210,C03336
TEL_C03336_2,55319409147,C03336
TEL_C03336_3,55819102362,C03336
TEL_C03337_1,55619049218,C03337
TEL_C03337_2,55319598372,C03337
TEL_C03337_3,55319529474,C03337
TEL_C03337_4,55319959925,C03337
TEL_C03338_1,55219362845,C03338
TEL_C03338_2,55719091863,C03338
TEL_C03338_3,55119602468,C03338
TEL_C03338_4,55719066398,C03338
TEL_C03339_1,55419570441,C03339
TEL_C03339_2,55619663784,C03339
TEL_C03339_3,55719159227,C03339
TEL_C03339_4,55319813714,C03339
TEL_C03340_1,55419088282,C03340
TEL_C03340_2,55419654753,C03340
TEL_C03341_1,55419274430,C03341
TEL_C03341_2,55119359103,C03341
TEL_C03341_3,55819431708,C03341
TEL_C03342_1,55419751936,C03342
TEL_C03342_2,55849942508,C03342
TEL_C03343_1,55119464369,C03343
TEL_C03343_2,55819090433,C03343
TEL_C03343_3,55819492940,C03343
TEL_C03344_1,55619405403,C03344
TEL_C03344_2,55119558258,C03344
TEL_C03344_3,55219912115,C03344
TEL_C03345_1,55719059752,C03345
TEL_C03345_2,55219701396,C03345
TEL_C03345_3,55719902489,C03345
TEL_C03345_4,55719807285,C03345
TEL_C03346_1,55719524670,C03346
TEL_C03346_2,55119987909,C03346
TEL_C03346_3,55619791600,C03346
TEL_C03346_4,55519361870,C03346
TEL_C03347_1,55519281395,C03347
TEL_C03347_2,55119011814,C03347
TEL_C03347_3,55519085758,C03347
TEL_C03347_4,55419245060,C03347
TEL_C03348_1,55519095024,C03348
TEL_C03348_2,55219557336,C03348
TEL_C03348_3,55819299001,C03348
TEL_C03348_4,55849387159,C03348
TEL_C03349_1,55119031350,C03349
TEL_C03349_2,55619687355,C03349
TEL_C03350_1,55419233770,C03350
TEL_C03350_2,55719830805,C03350
TEL_C03350_3,55519229590,C03350
TEL_C03351_1,55819935714,C03351
TEL_C03351_2,55119089736,C03351
TEL_C03352_1,55619577266,C03352
TEL_C03352_2,55419808779,C03352
TEL_C03352_3,55119555155,C03352
TEL_C03352_4,55319546411,C03352
TEL_C03353_1,55319250703,C03353
TEL_C03353_2,55519411136,C03353
TEL_C03354_1,55619404100,C03354
TEL_C03354_2,55719763551,C03354
TEL_C03354_3,55519433952,C03354
TEL_C03355_1,55619958489,C03355
TEL_C03355_2,55719536855,C03355
TEL_C03355_3,55819946225,C03355
TEL_C03356_1,55319726434,C03356
TEL_C03356_2,55619101667,C03356
TEL_C03357_1,55519247437,C03357
TEL_C03357_2,55319924256,C03357
TEL_C03358_1,55819490449,C03358
TEL_C03358_2,55419109643,C03358
TEL_C03358_3,55219291927,C03358
TEL_C03359_1,55819203483,C03359
TEL_C03359_2,55619474966,C03359
TEL_C03359_3,55419112255,C03359
TEL_C03360_1,55619495083,C03360
TEL_C03360_2,55849093231,C03360
TEL_C03360_3,55719988301,C03360
TEL_C03360_4,55219748901,C03360
TEL_C03361_1,55319279574,C03361
TEL_C03361_2,55849647590,C03361
TEL_C03361_3,55119515938,C03361
TEL_C03361_4,55119411137,C03361
TEL_C03362_1,55849745739,C03362
TEL_C03362_2,55619557638,C03362
TEL_C03362_3,55719234189,C03362
TEL_C03362_4,55519836553,C03362
TEL_C03363_1,55219098992,C03363
TEL_C03363_2,55819749360,C03363
TEL_C03363_3,55719129279,C03363
TEL_C03363_4,55719597346,C03363
TEL_C03364_1,55119498658,C03364
TEL_C03364_2,55849080971,C03364
TEL_C03364_3,55119394162,C03364
TEL_C03365_1,55519305491,C03365
TEL_C03365_2,55719932126,C03365
TEL_C03366_1,55619905517,C03366
TEL_C03366_2,55619274760,C03366
TEL_C03366_3,55419921601,C03366
TEL_C03367_1,55119621431,C03367
TEL_C03367_2,55849611384,C03367
TEL_C03367_3,55219156674,C03367
TEL_C03368_1,55819412244,C03368
TEL_C03368_2,55619887581,C03368
TEL_C03368_3,55619848528,C03368
TEL_C03368_4,55219230977,C03368
TEL_C03369_1,55819985047,C03369
TEL_C03369_2,55849667409,C03369
TEL_C03369_3,55719844316,C03369
TEL_C03369_4,55719385397,C03369
TEL_C03370_1,55519987767,C03370
TEL_C03370_2,55519292860,C03370
TEL_C03371_1,55419773214,C03371
TEL_C03371_2,55419372068,C03371
TEL_C03372_1,55519264832,C03372
TEL_C03372_2,55419769895,C03372
TEL_C03372_3,55319033204,C03372
TEL_C03373_1,55519041784,C03373
TEL_C03373_2,55619744059,C03373
TEL_C03373_3,55819029364,C03373
TEL_C03374_1,55849577878,C03374
TEL_C03374_2,55519437194,C03374
TEL_C03374_3,55849122503,C03374
TEL_C03375_1,55219232169,C03375
TEL_C03375_2,55419638325,C03375
TEL_C03375_3,55819083580,C03375
TEL_C03376_1,55319340342,C03376
TEL_C03376_2,55419701590,C03376
TEL_C03377_1,55119257118,C03377
TEL_C03377_2,55719889095,C03377
TEL_C03378_1,55819394023,C03378
TEL_C03378_2,55319448639,C03378
TEL_C03379_1,55819842197,C03379
TEL_C03379_2,55419295884,C03379
TEL_C03380_1,55319220434,C03380
TEL_C03380_2,55219162052,C03380
TEL_C03381_1,55619631891,C03381
TEL_C03381_2,55219265681,C03381
TEL_C03381_3,55519788657,C03381
TEL_C03381_4,55319616227,C03381
TEL_C03382_1,55619682421,C03382
TEL_C03382_2,55619571319,C03382
TEL_C03383_1,55619913173,C03383
TEL_C03383_2,55519121773,C03383
TEL_C03383_3,55519206612,C03383
TEL_C03384_1,55319531871,C03384
TEL_C03384_2,55319774283,C03384
TEL_C03384_3,55119537019,C03384
TEL_C03384_4,55319064813,C03384
TEL_C03385_1,55319923051,C03385
TEL_C03385_2,55319803410,C03385
TEL_C03385_3,55849402095,C03385
TEL_C03386_1,55419761282,C03386
TEL_C03386_2,55119992079,C03386
TEL_C03386_3,55719047444,C03386
TEL_C03386_4,55219624887,C03386
TEL_C03387_1,55219760945,C03387
TEL_C03387_2,55419256898,C03387
TEL_C03388_1,55319924808,C03388
TEL_C03388_2,55319397559,C03388
TEL_C03388_3,55319183636,C03388
TEL_C03388_4,55219669540,C03388
TEL_C03389_1,55419632771,C03389
TEL_C03389_2,55519165486,C03389
TEL_C03389_3,55849656522,C03389
TEL_C03389_4,55619050707,C03389
TEL_C03390_1,55419899310,C03390
TEL_C03390_2,55619439888,C03390
TEL_C03391_1,55319252782,C03391
TEL_C03391_2,55519390052,C03391
TEL_C03392_1,55419270317,C03392
TEL_C03392_2,55419575574,C03392
TEL_C03393_1,55119795542,C03393
TEL_C03393_2,55519128206,C03393
TEL_C03393_3,55849946021,C03393
TEL_C03393_4,55419895238,C03393
TEL_C03394_1,55719058363,C03394
TEL_C03394_2,55719029843,C03394
TEL_C03394_3,55849480489,C03394
TEL_C03395_1,55219938265,C03395
TEL_C03395_2,55719506978,C03395
TEL_C03395_3,55619782318,C03395
TEL_C03395_4,55719811759,C03395
TEL_C03396_1,55519257918,C03396
TEL_C03396_2,55849120262,C03396
TEL_C03396_3,55849694091,C03396
TEL_C03396_4,55849601512,C03396
TEL_C03397_1,55419942954,C03397
TEL_C03397_2,55619445460,C03397
TEL_C03397_3,55819133124,C03397
TEL_C03398_1,55219457159,C03398
TEL_C03398_2,55719942209,C03398
TEL_C03398_3,55119725826,C03398
TEL_C03399_1,55519083762,C03399
TEL_C03399_2,55819165494,C03399
TEL_C03399_3,55419029149,C03399
TEL_C03400_1,55519715200,C03400
TEL_C03400_2,55119761904,C03400
TEL_C03400_3,55519419875,C03400
TEL_C03400_4,55219465505,C03400
TEL_C03401_1,55619901602,C03401
TEL_C03401_2,55619181235,C03401
TEL_C03401_3,55319243197,C03401
TEL_C03401_4,55219816924,C03401
TEL_C03402_1,55619427922,C03402
TEL_C03402_2,55319308696,C03402
TEL_C03402_3,55519378453,C03402
TEL_C03402_4,55419919501,C03402
TEL_C03403_1,55619192244,C03403
TEL_C03403_2,55219124555,C03403
TEL_C03403_3,55719747381,C03403
TEL_C03403_4,55419908795,C03403
TEL_C03404_1,55819266896,C03404
TEL_C03404_2,55719061990,C03404
TEL_C03404_3,55419277836,C03404
TEL_C03404_4,55619583431,C03404
TEL_C03405_1,55119958794,C03405
TEL_C03405_2,55419875731,C03405
TEL_C03405_3,55319992183,C03405
TEL_C03405_4,55419268739,C03405
TEL_C03406_1,55519404175,C03406
TEL_C03406_2,55319644776,C03406
TEL_C03407_1,55619184576,C03407
TEL_C03407_2,55319913827,C03407
TEL_C03407_3,55119477851,C03407
TEL_C03407_4,55219529807,C03407
TEL_C03408_1,55819006673,C03408
TEL_C03408_2,55119784927,C03408
TEL_C03409_1,55119284099,C03409
TEL_C03409_2,55619400668,C03409
TEL_C03409_3,55419164606,C03409
TEL_C03409_4,55219856366,C03409
TEL_C03410_1,55319354315,C03410
TEL_C03410_2,55219009206,C03410
TEL_C03411_1,55819020241,C03411
TEL_C03411_2,55819602575,C03411
TEL_C03412_1,55219318647,C03412
TEL_C03412_2,55719066305,C03412
TEL_C03412_3,55419772485,C03412
TEL_C03413_1,55519791992,C03413
TEL_C03413_2,55519075376,C03413
TEL_C03414_1,55619811179,C03414
TEL_C03414_2,55519198623,C03414
TEL_C03414_3,55719519340,C03414
TEL_C03414_4,55519370469,C03414
TEL_C03415_1,55819977558,C03415
TEL_C03415_2,55519628658,C03415
TEL_C03415_3,55819516261,C03415
TEL_C03415_4,55819638294,C03415
TEL_C03416_1,55319805512,C03416
TEL_C03416_2,55219658628,C03416
TEL_C03416_3,55719183707,C03416
TEL_C03417_1,55719809528,C03417
TEL_C03417_2,55119218704,C03417
TEL_C03417_3,55419048821,C03417
TEL_C03417_4,55319764220,C03417
TEL_C03418_1,55519224108,C03418
TEL_C03418_2,55519680750,C03418
TEL_C03418_3,55819164620,C03418
TEL_C03419_1,55849004651,C03419
TEL_C03419_2,55319965639,C03419
TEL_C03419_3,55719532072,C03419
TEL_C03420_1,55849634726,C03420
TEL_C03420_2,55519153615,C03420
TEL_C03420_3,55849538182,C03420
TEL_C03420_4,55819069746,C03420
TEL_C03421_1,55219493200,C03421
TEL_C03421_2,55849055003,C03421
TEL_C03421_3,55519650815,C03421
TEL_C03422_1,55419071290,C03422
TEL_C03422_2,55619278047,C03422
TEL_C03423_1,55219246039,C03423
TEL_C03423_2,55819056775,C03423
TEL_C03423_3,55219886442,C03423
TEL_C03423_4,55219382936,C03423
TEL_C03424_1,55119268611,C03424
TEL_C03424_2,55219137100,C03424
TEL_C03424_3,55319421850,C03424
TEL_C03425_1,55719515216,C03425
TEL_C03425_2,55719493623,C03425
TEL_C03425_3,55119611642,C03425
TEL_C03426_1,55719412442,C03426
TEL_C03426_2,55119802980,C03426
TEL_C03427_1,55849567662,C03427
TEL_C03427_2,55619944556,C03427
TEL_C03428_1,55719358465,C03428
TEL_C03428_2,55119865681,C03428
TEL_C03428_3,55319301438,C03428
TEL_C03429_1,55719757205,C03429
TEL_C03429_2,55719200760,C03429
TEL_C03429_3,55519755056,C03429
TEL_C03429_4,55419730648,C03429
TEL_C03430_1,55849266586,C03430
TEL_C03430_2,55519200877,C03430
TEL_C03431_1,55119183368,C03431
TEL_C03431_2,55719476436,C03431
TEL_C03431_3,55819503330,C03431
TEL_C03432_1,55219851001,C03432
TEL_C03432_2,55119843074,C03432
TEL_C03433_1,55619410423,C03433
TEL_C03433_2,55819395444,C03433
TEL_C03433_3,55519703774,C03433
TEL_C03434_1,55719937596,C03434
TEL_C03434_2,55419337344,C03434
TEL_C03434_3,55319572979,C03434
TEL_C03434_4,55419071966,C03434
TEL_C03435_1,55219763383,C03435
TEL_C03435_2,55519952463,C03435
TEL_C03435_3,55819723233,C03435
TEL_C03436_1,55849986740,C03436
TEL_C03436_2,55519643989,C03436
TEL_C03437_1,55119509611,C03437
TEL_C03437_2,55319135131,C03437
TEL_C03437_3,55519175983,C03437
TEL_C03438_1,55419919289,C03438
TEL_C03438_2,55219325109,C03438
TEL_C03438_3,55419646445,C03438
TEL_C03439_1,55319350407,C03439
TEL_C03439_2,55719277724,C03439
TEL_C03439_3,55519411179,C03439
TEL_C03439_4,55519076610,C03439
TEL_C03440_1,55419959574,C03440
TEL_C03440_2,55219921796,C03440
TEL_C03440_3,55519310379,C03440
TEL_C03441_1,55319744563,C03441
TEL_C03441_2,55849591290,C03441
TEL_C03442_1,55219989250,C03442
TEL_C03442_2,55819730925,C03442
TEL_C03443_1,55319172213,C03443
TEL_C03443_2,55319216736,C03443
TEL_C03443_3,55519245802,C03443
TEL_C03444_1,55319721110,C03444
TEL_C03444_2,55719036659,C03444
TEL_C03444_3,55119762397,C03444
TEL_C03445_1,55819018822,C03445
TEL_C03445_2,55319468148,C03445
TEL_C03445_3,55719464893,C03445
TEL_C03446_1,55219662302,C03446
TEL_C03446_2,55719200479,C03446
TEL_C03447_1,55319230952,C03447
TEL_C03447_2,55319927569,C03447
TEL_C03447_3,55119638531,C03447
TEL_C03448_1,55849517335,C03448
TEL_C03448_2,55819263179,C03448
TEL_C03449_1,55849696207,C03449
TEL_C03449_2,55319527621,C03449
TEL_C03449_3,55319706018,C03449
TEL_C03450_1,55619970802,C03450
TEL_C03450_2,55719209851,C03450
TEL_C03450_3,55119514785,C03450
TEL_C03451_1,55819872643,C03451
TEL_C03451_2,55819512868,C03451
TEL_C03451_3,55419258616,C03451
TEL_C03451_4,55419599295,C03451
TEL_C03452_1,55849734900,C03452
TEL_C03452_2,55719313294,C03452
TEL_C03452_3,55219676845,C03452
TEL_C03452_4,55219929321,C03452
TEL_C03453_1,55819151239,C03453
TEL_C03453_2,55219355239,C03453
TEL_C03453_3,55119069343,C03453
TEL_C03454_1,55719953417,C03454
TEL_C03454_2,55719187672,C03454
TEL_C03454_3,55719501590,C03454
TEL_C03455_1,55719759788,C03455
TEL_C03455_2,55319027672,C03455
TEL_C03455_3,55849362790,C03455
TEL_C03456_1,55519274593,C03456
TEL_C03456_2,55119452247,C03456
TEL_C03456_3,55219773890,C03456
TEL_C03457_1,55819505912,C03457
TEL_C03457_2,55819545138,C03457
TEL_C03457_3,55849222150,C03457
TEL_C03457_4,55819458516,C03457
TEL_C03458_1,55519419582,C03458
TEL_C03458_2,55319171667,C03458
TEL_C03459_1,55319528618,C03459
TEL_C03459_2,55849954520,C03459
TEL_C03460_1,55849495759,C03460
TEL_C03460_2,55719978435,C03460
TEL_C03461_1,55819204013,C03461
TEL_C03461_2,55319842537,C03461
TEL_C03461_3,55519012738,C03461
TEL_C03462_1,55849434034,C03462
TEL_C03462_2,55619535870,C03462
TEL_C03462_3,55419642488,C03462
TEL_C03462_4,55419657372,C03462
TEL_C03463_1,55419696256,C03463
TEL_C03463_2,55619899346,C03463
TEL_C03464_1,55719405665,C03464
TEL_C03464_2,55719897253,C03464
TEL_C03464_3,55519405273,C03464
TEL_C03464_4,55119220636,C03464
TEL_C03465_1,55819241364,C03465
TEL_C03465_2,55619038644,C03465
TEL_C03466_1,55849088310,C03466
TEL_C03466_2,55619095654,C03466
TEL_C03466_3,55219472230,C03466
TEL_C03466_4,55719656621,C03466
TEL_C03467_1,55519257263,C03467
TEL_C03467_2,55719982269,C03467
TEL_C03468_1,55519174233,C03468
TEL_C03468_2,55819988086,C03468
TEL_C03468_3,55419110776,C03468
TEL_C03468_4,55419113757,C03468
TEL_C03469_1,55519436147,C03469
TEL_C03469_2,55719508124,C03469
TEL_C03469_3,55849686791,C03469
TEL_C03470_1,55519369152,C03470
TEL_C03470_2,55319292083,C03470
TEL_C03470_3,55319463039,C03470
TEL_C03470_4,55319460598,C03470
TEL_C03471_1,55849034140,C03471
TEL_C03471_2,55719248258,C03471
TEL_C03471_3,55219539270,C03471
TEL_C03472_1,55319686049,C03472
TEL_C03472_2,55419094696,C03472
TEL_C03473_1,55119286589,C03473
TEL_C03473_2,55219231330,C03473
TEL_C03473_3,55119679635,C03473
TEL_C03474_1,55519454211,C03474
TEL_C03474_2,55219254739,C03474
TEL_C03475_1,55719092015,C03475
TEL_C03475_2,55819912683,C03475
TEL_C03476_1,55419495109,C03476
TEL_C03476_2,55419106130,C03476
TEL_C03476_3,55319349486,C03476
TEL_C03477_1,55819681949,C03477
TEL_C03477_2,55619756290,C03477
TEL_C03478_1,55319315017,C03478
TEL_C03478_2,55119497968,C03478
TEL_C03478_3,55219756980,C03478
TEL_C03478_4,55619651025,C03478
TEL_C03479_1,55119683079,C03479
TEL_C03479_2,55319294821,C03479
TEL_C03479_3,55419161754,C03479
TEL_C03479_4,55719697445,C03479
TEL_C03480_1,55849940860,C03480
TEL_C03480_2,55219051915,C03480
TEL_C03481_1,55719422317,C03481
TEL_C03481_2,55519604539,C03481
TEL_C03482_1,55719182712,C03482
TEL_C03482_2,55119881295,C03482
TEL_C03482_3,55849295414,C03482
TEL_C03483_1,55819002059,C03483
TEL_C03483_2,55619585109,C03483
TEL_C03483_3,55219196254,C03483
TEL_C03483_4,55719243139,C03483
TEL_C03484_1,55119568724,C03484
TEL_C03484_2,55619704090,C03484
TEL_C03485_1,55419396160,C03485
TEL_C03485_2,55849710299,C03485
TEL_C03485_3,55419424042,C03485
TEL_C03486_1,55519979228,C03486
TEL_C03486_2,55319680862,C03486
TEL_C03486_3,55619843108,C03486
TEL_C03486_4,55719690220,C03486
TEL_C03487_1,55849985972,C03487
TEL_C03487_2,55619231299,C03487
TEL_C03487_3,55619845618,C03487
TEL_C03488_1,55319415139,C03488
TEL_C03488_2,55319650162,C03488
TEL_C03488_3,55419268424,C03488
TEL_C03489_1,55619843861,C03489
TEL_C03489_2,55319330312,C03489
TEL_C03490_1,55819883330,C03490
TEL_C03490_2,55219709184,C03490
TEL_C03490_3,55849530936,C03490
TEL_C03491_1,55119487740,C03491
TEL_C03491_2,55319375079,C03491
TEL_C03492_1,55619752985,C03492
TEL_C03492_2,55619209679,C03492
TEL_C03493_1,55519717869,C03493
TEL_C03493_2,55119769210,C03493
TEL_C03493_3,55219105636,C03493
TEL_C03494_1,55319502920,C03494
TEL_C03494_2,55419255609,C03494
TEL_C03495_1,55519802717,C03495
TEL_C03495_2,55419994630,C03495
TEL_C03495_3,55119577230,C03495
TEL_C03496_1,55319947086,C03496
TEL_C03496_2,55619333827,C03496
TEL_C03497_1,55419460077,C03497
TEL_C03497_2,55719850214,C03497
TEL_C03497_3,55849379881,C03497
TEL_C03498_1,55849974621,C03498
TEL_C03498_2,55619219889,C03498
TEL_C03498_3,55519517095,C03498
TEL_C03498_4,55119045454,C03498
TEL_C03499_1,55419924210,C03499
TEL_C03499_2,55849166700,C03499
TEL_C03499_3,55419775237,C03499
TEL_C03499_4,55719484410,C03499
TEL_C03500_1,55719424846,C03500
TEL_C03500_2,55849746661,C03500
TEL_C03500_3,55819697785,C03500
TEL_C03500_4,55119975545,C03500
TEL_C03501_1,55319223907,C03501
TEL_C03501_2,55519271910,C03501
TEL_C03501_3,55519107656,C03501
TEL_C03502_1,55519903042,C03502
TEL_C03502_2,55619190757,C03502
TEL_C03502_3,55819097859,C03502
TEL_C03503_1,55849422348,C03503
TEL_C03503_2,55619256341,C03503
TEL_C03503_3,55219392253,C03503
TEL_C03503_4,55119188589,C03503
TEL_C03504_1,55519381053,C03504
TEL_C03504_2,55719955158,C03504
TEL_C03505_1,55619246692,C03505
TEL_C03505_2,55419856832,C03505
TEL_C03505_3,55419301084,C03505
TEL_C03505_4,55619314161,C03505
TEL_C03506_1,55719681903,C03506
TEL_C03506_2,55119667095,C03506
TEL_C03506_3,55719407143,C03506
TEL_C03507_1,55419054593,C03507
TEL_C03507_2,55849433305,C03507
TEL_C03508_1,55719233348,C03508
TEL_C03508_2,55819190834,C03508
TEL_C03508_3,55419226795,C03508
TEL_C03509_1,55619050669,C03509
TEL_C03509_2,55519417113,C03509
TEL_C03509_3,55219343205,C03509
TEL_C03510_1,55819747296,C03510
TEL_C03510_2,55619081506,C03510
TEL_C03511_1,55849813668,C03511
TEL_C03511_2,55819481048,C03511
TEL_C03512_1,55719719733,C03512
TEL_C03512_2,55719978191,C03512
TEL_C03513_1,55619897447,C03513
TEL_C03513_2,55319357384,C03513
TEL_C03514_1,55619501432,C03514
TEL_C03514_2,55519389310,C03514
TEL_C03514_3,55849655510,C03514
TEL_C03514_4,55719203240,C03514
TEL_C03515_1,55849040409,C03515
TEL_C03515_2,55619924339,C03515
TEL_C03516_1,55719417139,C03516
TEL_C03516_2,55519237835,C03516
TEL_C03516_3,55719276632,C03516
TEL_C03517_1,55619623926,C03517
TEL_C03517_2,55319357282,C03517
TEL_C03517_3,55219889360,C03517
TEL_C03517_4,55819722564,C03517
TEL_C03518_1,55819333231,C03518
TEL_C03518_2,55849562366,C03518
TEL_C03518_3,55619082578,C03518
TEL_C03518_4,55519143365,C03518
TEL_C03519_1,55819123624,C03519
TEL_C03519_2,55119279423,C03519
TEL_C03519_3,55719157501,C03519
TEL_C03520_1,55849838559,C03520
TEL_C03520_2,55419110031,C03520
TEL_C03520_3,55719632668,C03520
TEL_C03520_4,55319526109,C03520
TEL_C03521_1,55319093582,C03521
TEL_C03521_2,55819334396,C03521
TEL_C03521_3,55619531273,C03521
TEL_C03522_1,55849065498,C03522
TEL_C03522_2,55719604866,C03522
TEL_C03522_3,55319020583,C03522
TEL_C03522_4,55419464764,C03522
TEL_C03523_1,55819660412,C03523
TEL_C03523_2,55419014238,C03523
TEL_C03524_1,55519538093,C03524
TEL_C03524_2,55219240865,C03524
TEL_C03525_1,55719708290,C03525
TEL_C03525_2,55719309103,C03525
TEL_C03525_3,55419843813,C03525
TEL_C03526_1,55119885675,C03526
TEL_C03526_2,55119096183,C03526
TEL_C03526_3,55519680717,C03526
TEL_C03526_4,55119784714,C03526
TEL_C03527_1,55819517723,C03527
TEL_C03527_2,55119530904,C03527
TEL_C03527_3,55819716476,C03527
TEL_C03528_1,55119551296,C03528
TEL_C03528_2,55619056108,C03528
TEL_C03529_1,55219519024,C03529
TEL_C03529_2,55519341883,C03529
TEL_C03529_3,55219518662,C03529
TEL_C03530_1,55119353183,C03530
TEL_C03530_2,55819093209,C03530
TEL_C03530_3,55619809100,C03530
TEL_C03530_4,55849349457,C03530
TEL_C03531_1,55519606796,C03531
TEL_C03531_2,55819956068,C03531
TEL_C03531_3,55619790519,C03531
TEL_C03532_1,55519318174,C03532
TEL_C03532_2,55419291191,C03532
TEL_C03532_3,55819344752,C03532
TEL_C03533_1,55819430016,C03533
TEL_C03533_2,55849234901,C03533
TEL_C03533_3,55619427552,C03533
TEL_C03533_4,55119913429,C03533
TEL_C03534_1,55849397486,C03534
TEL_C03534_2,55219673814,C03534
TEL_C03535_1,55519708205,C03535
TEL_C03535_2,55849113348,C03535
TEL_C03535_3,55819945164,C03535
TEL_C03536_1,55719563561,C03536
TEL_C03536_2,55319361456,C03536
TEL_C03537_1,55319880830,C03537
TEL_C03537_2,55519480409,C03537
TEL_C03538_1,55519249901,C03538
TEL_C03538_2,55319865757,C03538
TEL_C03538_3,55719430027,C03538
TEL_C03538_4,55619774071,C03538
TEL_C03539_1,55119129632,C03539
TEL_C03539_2,55849144332,C03539
TEL_C03540_1,55219909070,C03540
TEL_C03540_2,55519693777,C03540
TEL_C03540_3,55319815370,C03540
TEL_C03541_1,55849164107,C03541
TEL_C03541_2,55119032239,C03541
TEL_C03541_3,55619529696,C03541
