id_cliente,DataNascimento,CPF,Nome,Email,Rua,Bairro,Cidade,Estado,CEP,funcional
C01575,1963-05-06,50342679180,Gabrielly Gonçalves,matheusgomes@farias.com,Lagoa Ribeiro,Pedreira Padro Lopes,Moreira,RJ,23157732,F0025
C01576,1961-11-08,12760498387,Clarice Correia,ana-luiza90@hotmail.com,Largo da Rosa,Santa Maria,Duarte,SP,53459812,F0068
C01577,1978-05-03,46832071922,Dra. Amanda Campos,dpires@silveira.com,Avenida de Nascimento,Lindéia,da Mata,PE,86304182,F0005
C01578,1967-07-29,04861537207,Juan Cavalcanti,leonardo04@oliveira.com,Recanto Amanda Cavalcanti,Cenaculo,Gomes Paulista,MG,30977078,F0076
C01579,1972-05-17,08957236112,Dra. Lavínia Costa,mendespietra@uol.com.br,Colônia de Moraes,Estoril,Pires de Barros,MG,26606572,F0073
C01580,1996-04-22,15247963016,Luiza Jesus,nda-rosa@vieira.com,Fazenda de Cunha,Vila Sumaré,Fogaça,SC,95534353,F0094
C01581,1976-03-20,45023691799,Evelyn da Costa,caue01@martins.net,Loteamento Thomas Castro,Maria Goretti,Fogaça,DF,78799401,F0075
C01582,1961-11-16,12609374887,Nathan das Neves,joana96@ig.com.br,Via de Pires,Anchieta,Vieira de Moura,SP,87831854,F0009
C01583,1970-05-25,92630847187,Clarice da Mota,pietrofarias@yahoo.com.br,Vale Marcelo Mendes,Miramar,Silveira,DF,68403074,F0068
C01584,1993-09-22,73805694148,Lucas Novaes,cunhamarcos-vinicius@teixeira.net,Setor Ana Sophia Ribeiro,Vila Mangueiras,Gomes das Flores,PR,18186103,F0057
C01585,1971-08-17,83564721991,Luiza Moreira,thiagosilveira@fogaca.br,Campo de da Cruz,Bandeirantes,Caldeira,SC,36739923,F0007
C01586,2001-01-17,60438295765,Ana Beatriz Rodrigues,paulo25@nogueira.net,Vila Cunha,Vila Antena Montanhês,Fernandes dos Dourados,RS,08965022,F0056
C01587,1971-05-29,97810243560,Fernanda da Luz,tlima@ig.com.br,Viela Kevin Duarte,Pedreira Padro Lopes,Fogaça,SC,11362277,F0038
C01588,1992-05-28,62179830521,Maria Sophia Gomes,caldeiranicole@uol.com.br,Condomínio Moraes,Cenaculo,da Mota,RS,24140847,F0012
C01589,1980-10-10,47201935879,Francisco Moraes,jesusana-sophia@almeida.com,Trecho Thomas Souza,Vila Real 1ª Seção,Pires da Mata,SP,62990663,F0037
C01590,2006-12-25,97532846083,Dra. Gabriela Pinto,emanuella23@farias.com,Avenida Melo,Santo André,Monteiro,PE,55038051,F0100
C01591,1966-07-01,76951240876,Sr. Benício Araújo,pereirarafaela@gmail.com,Fazenda Castro,Vila Das Oliveiras,Freitas,MG,67649856,F0031
C01592,1969-10-23,67391402516,Sofia Barbosa,lorenzoda-conceicao@yahoo.com.br,Morro Cunha,Alta Tensão 1ª Seção,Caldeira,SC,57419484,F0092
C01593,1976-02-01,13428765982,Bruno Rezende,mda-luz@uol.com.br,Vale Eduarda Vieira,Conjunto Taquaril,Barros do Amparo,MG,58224828,F0017
C01594,2005-05-31,32058169786,Sra. Kamilly da Mota,salesmiguel@melo.org,Favela de da Costa,Ernesto Nascimento,Santos de Jesus,PE,68564156,F0032
C01595,1968-07-04,49687105348,Elisa Viana,rodriguesjulia@barros.net,Largo de Vieira,São Gabriel,Sales Verde,RJ,16957386,F0100
C01596,1988-05-05,62079415352,Ana Clara Rocha,emillymoraes@ferreira.com,Condomínio Augusto da Costa,Santa Rita,da Paz,RJ,82311182,F0010
C01597,1970-01-05,34692071516,Srta. Alice Pinto,ada-costa@dias.br,Praça Peixoto,Braúnas,Porto,PE,48376521,F0060
C01598,1961-05-12,26307985186,Mariana Ferreira,pintoluna@ferreira.com,Trevo de Lima,Lagoinha Leblon,Rocha,PE,86458722,F0059
C01599,1983-10-14,53671029480,Ana Julia Freitas,carvalhovalentina@bol.com.br,Recanto Fogaça,Luxemburgo,Peixoto,PR,22946843,F0076
C01600,2003-05-02,19086573240,Igor Barbosa,xazevedo@yahoo.com.br,Setor Stephany Nunes,Boa Esperança,Aragão de Rocha,RJ,43997587,F0084
C01601,2000-06-01,38671945219,Calebe Cavalcanti,silveiraheloisa@cavalcanti.com,Lago de Aragão,Novo Glória,Martins de Lima,SC,15099697,F0001
C01602,1951-11-25,74182509323,Bárbara Silveira,iaragao@ribeiro.com,Jardim Azevedo,Vila Real 1ª Seção,Costela,CE,11662476,F0070
C01603,1973-11-20,16203748544,Luiz Fernando Dias,steixeira@uol.com.br,Via de Costela,Cruzeiro,Correia,DF,01467719,F0051
C01604,1997-01-12,10498572676,Lucas Rocha,da-luzleonardo@bol.com.br,Alameda Maria Luiza da Paz,Ambrosina,Barbosa da Serra,MG,66559558,F0096
C01605,1984-02-09,75384602171,Heloísa Fernandes,luccalopes@sales.net,Esplanada Giovanna Sales,Jardim Felicidade,Gomes,RS,98155713,F0006
C01606,1998-04-10,56210784380,Dr. Gabriel Santos,renan37@gmail.com,Pátio Viana,Bairro Das Indústrias Ii,Moura de Gomes,PR,14585726,F0059
C01607,1999-09-27,38410756900,Maitê Alves,fariasisadora@uol.com.br,Loteamento de Viana,Acaba Mundo,Rocha,SP,65183818,F0016
C01608,1994-06-07,61375048244,Dr. Samuel Azevedo,inunes@ig.com.br,Feira de Cavalcanti,Vila Fumec,da Luz,RS,25790546,F0023
C01609,1988-04-25,67189025430,Lavínia da Rosa,beatriz19@yahoo.com.br,Via Enzo Pereira,Fernão Dias,Nascimento do Galho,SC,22322465,F0050
C01610,1988-04-07,48305627144,Davi Luiz Gomes,cunhaeloah@gmail.com,Via das Neves,Frei Leopoldo,Pinto,RJ,22021709,F0057
C01611,1957-11-20,87693240187,João Rocha,vitoria95@da.br,Rodovia Juan Gonçalves,Vila Antena,Moura de Moreira,PR,74291205,F0006
C01612,1962-06-09,19864507249,Sra. Rebeca Cardoso,bazevedo@hotmail.com,Trecho Raquel Fernandes,Estrela Do Oriente,Ramos da Mata,SP,02539986,F0087
C01613,1987-11-16,58629104333,Davi Lucas Rodrigues,kbarbosa@gmail.com,Viaduto de Cavalcanti,Vera Cruz,Santos,PR,34780382,F0059
C01614,1962-02-10,05923718405,Erick das Neves,djesus@freitas.com,Residencial da Cunha,Vila Real 1ª Seção,Pinto de Goiás,BA,34540959,F0041
C01615,1987-12-08,37698041204,Ana Silveira,qgomes@pinto.com,Viaduto Carvalho,Vila Canto Do Sabiá,Lima da Praia,CE,05924201,F0056
C01616,2002-02-14,24503976800,Nicolas Pereira,maite11@da.net,Distrito de Dias,São Francisco,Costa do Norte,PE,29456976,F0024
C01617,2007-01-28,73281406904,Dr. Francisco Caldeira,ana-laura97@da.com,Jardim Maysa Oliveira,Bela Vitoria,Caldeira da Serra,DF,61778697,F0040
C01618,1962-01-30,90273864122,Miguel Vieira,maria-julia85@castro.br,Vila Fernandes,Vila De Sá,Campos de Araújo,CE,47792995,F0028
C01619,1984-07-01,42618509315,Thales Nascimento,rafaela50@yahoo.com.br,Rua Daniel Farias,Vila Havaí,da Mata,RS,36546942,F0100
C01620,1999-05-14,95643782146,Rebeca Carvalho,pcardoso@bol.com.br,Via Levi Moreira,Vitoria,da Mota,SC,82199093,F0050
C01621,2004-02-14,84725931004,Leonardo Martins,emillynunes@aragao.br,Distrito Isadora da Costa,Pindorama,Alves,RJ,19481236,F0076
C01622,1952-02-06,21704395607,Srta. Emilly Vieira,vmendes@hotmail.com,Travessa de Jesus,Cidade Jardim Taquaril,Barbosa das Pedras,SC,12292007,F0040
C01623,1979-04-18,90675843120,Dra. Brenda Ribeiro,uribeiro@novaes.net,Praça Luiz Miguel Silveira,Madri,Mendes,PE,41117504,F0072
C01624,2006-05-26,61320859470,Amanda Gomes,eda-mota@hotmail.com,Jardim da Rocha,Santa Amelia,da Mata,PE,98553531,F0017
C01625,1982-07-11,79436251882,Sr. Rafael Barbosa,da-conceicaoalana@bol.com.br,Via Camila Lima,Nova Esperança,Fogaça,RS,95657951,F0013
C01626,1992-11-01,02794856111,Laura da Conceição,zda-mata@gmail.com,Núcleo Brenda Moreira,Coração Eucarístico,Lima,MG,01898151,F0091
C01627,1989-11-19,57903168401,Alexandre Alves,otavio64@da.br,Esplanada Sales,São Paulo,das Neves,RJ,28107425,F0052
C01628,2001-10-21,09514782305,Luiz Miguel da Cunha,noahalmeida@hotmail.com,Via Fernandes,Providencia,Moura do Oeste,BA,32795323,F0064
C01629,1998-10-29,74128390631,Dra. Ana Laura das Neves,luiz-henrique02@bol.com.br,Favela de Campos,Ventosa,da Paz,DF,94266227,F0023
C01630,2000-12-30,71362589012,Anthony Pinto,sophiefreitas@bol.com.br,Feira Cardoso,Cônego Pinheiro 1ª Seção,Martins Verde,CE,59629949,F0024
C01631,1984-02-28,17532846008,Milena Pires,maitesilveira@yahoo.com.br,Praça de da Conceição,Vila Novo São Lucas,Fogaça,BA,13814369,F0080
C01632,1959-04-11,15407369206,Alice Costela,levimoreira@duarte.net,Trecho Mendes,Estoril,Nascimento,DF,88042961,F0054
C01633,1952-10-06,08146327931,Pietro Castro,pcorreia@ig.com.br,Loteamento Raul Cardoso,Vila Suzana Segunda Seção,Alves do Galho,PE,48527426,F0097
C01634,1956-03-24,82654317080,Laís Teixeira,marcelovieira@moura.org,Via Vitória Almeida,Vila Paquetá,Nascimento Paulista,RJ,35303199,F0041
C01635,1954-03-29,71095368230,Ana Laura Ramos,larissaaragao@ribeiro.com,Vereda de Aragão,Oeste,Peixoto,DF,07019651,F0038
C01636,1985-05-24,58231406735,Lorena Cavalcanti,theo59@pires.br,Largo da Mata,Jardim Leblon,Araújo de da Rocha,DF,26406356,F0005
C01637,1970-01-24,13905768410,Erick Silva,fogacamarina@alves.br,Morro Gomes,Mala E Cuia,Novaes de Cardoso,RS,45858167,F0031
C01638,2001-02-13,83702965130,Gustavo da Mota,evelynda-mata@oliveira.com,Recanto Jesus,São Pedro,Freitas,RJ,82409415,F0032
C01639,1957-02-25,01238567959,André Moreira,jda-mata@da.br,Feira de Souza,Zilah Sposito,Viana do Campo,MG,65133787,F0052
C01640,1988-07-10,38690754148,Sr. Otávio Dias,cardosoantonio@uol.com.br,Campo Pereira,Vila Piratininga,da Rosa do Amparo,BA,09235768,F0091
C01641,1961-11-01,19025874649,Breno Carvalho,gustavo90@melo.com,Vereda de da Rosa,Leticia,Mendes da Mata,SC,04317094,F0028
C01642,1991-08-04,94032168598,Brenda Silva,vicente79@uol.com.br,Ladeira Luiz Gustavo Araújo,Savassi,Jesus,MG,88555608,F0073
C01643,1962-08-08,96138270487,Ana Beatriz Duarte,tpires@da.com,Avenida Joana Novaes,Frei Leopoldo,Moraes,MG,92902689,F0076
C01644,1976-04-05,56103279461,Heloísa Pereira,xda-mota@ferreira.br,Fazenda de da Cunha,Santa Sofia,Cunha das Flores,CE,10839606,F0059
C01645,1961-01-25,71685309259,Luiz Felipe Pires,luigi59@barbosa.br,Área da Cunha,Palmares,Melo Alegre,RS,13165491,F0015
C01646,1962-04-11,49385170279,Yuri Viana,faraujo@ig.com.br,Colônia Costa,Vila Nova Cachoeirinha 2ª Seção,Caldeira de Ferreira,SC,65260425,F0069
C01647,1959-02-04,52049863756,Levi Sales,hgoncalves@almeida.br,Recanto Esther Cardoso,Vila Nova Cachoeirinha 2ª Seção,Lopes,RJ,72430029,F0071
C01648,1952-07-03,64390587200,Manuela Carvalho,julianacastro@nascimento.br,Chácara André das Neves,Conjunto Floramar,Souza,MG,28151293,F0007
C01649,1950-06-05,41923650815,Noah da Mata,ana-julia30@uol.com.br,Favela de da Mota,Venda Nova,Aragão do Norte,RS,34272579,F0028
C01650,1969-08-20,18639705259,Vitória Novaes,cunhabianca@pereira.com,Estrada Fogaça,Alta Tensão 1ª Seção,da Rosa,RJ,36670337,F0075
C01651,1951-08-09,53102764916,Lorena Rodrigues,cardosodanilo@da.com,Conjunto Brenda das Neves,Vila Minaslandia,Oliveira,PR,89316866,F0056
C01652,1998-01-29,63701285977,Carolina Almeida,hsilva@hotmail.com,Feira Thiago Alves,Senhor Dos Passos,Cardoso,RS,60432706,F0069
C01653,1992-06-05,78935462128,Caio Pereira,leticiafarias@bol.com.br,Rua Maria Sophia da Rocha,Antonio Ribeiro De Abreu 1ª Seção,Silveira dos Dourados,RJ,69418163,F0005
C01654,2001-08-07,41895076366,Gabriel da Cruz,otaviocardoso@ig.com.br,Distrito Rafael Ramos,Castelo,da Conceição de Minas,PR,87706686,F0100
C01655,2001-12-04,13759826482,Bruna Pinto,marcos-vinicius30@yahoo.com.br,Núcleo Cecília Costela,Coqueiros,da Cruz do Amparo,SP,97287428,F0042
C01656,1986-07-05,86721394022,Rodrigo Martins,piresgabriel@uol.com.br,Morro Fogaça,Vila Minaslandia,Alves,PE,51378696,F0068
C01657,1965-09-19,16093584739,João Felipe Nunes,isabellyramos@lima.com,Via Lívia Correia,Alto Das Antenas,Moreira,CE,57098092,F0001
C01658,1988-01-19,06514827985,Emilly Teixeira,nnogueira@hotmail.com,Estrada Ramos,Jardim Do Vale,Nogueira,PE,43356928,F0044
C01659,1980-06-18,26098457310,Maria Vitória Duarte,carolinesilveira@ig.com.br,Esplanada de Santos,São João,Caldeira do Sul,SP,92234393,F0022
C01660,1956-11-10,20149568711,Pietra Viana,leandro29@duarte.br,Núcleo Erick Viana,Fernão Dias,Porto das Flores,CE,00176208,F0085
C01661,1991-03-14,82014573662,Maria Sophia das Neves,emanuellacastro@yahoo.com.br,Chácara de Cardoso,Santa Rita,Vieira das Pedras,PR,53648260,F0097
C01662,1959-08-17,60729341887,Ana Luiza Cardoso,ana-carolina96@jesus.br,Travessa Lucas Gabriel Mendes,São Francisco Das Chagas,Peixoto,DF,03444307,F0068
C01663,1969-02-28,50891273603,Sr. Caio Melo,bryanferreira@viana.com,Área Theo Costela,Maria Virgínia,Rodrigues de Aragão,SC,35597163,F0026
C01664,1986-09-30,73042569152,Davi Lucca Lopes,lopessarah@cardoso.com,Fazenda Correia,Vila Batik,Jesus,RS,05968421,F0089
C01665,2004-03-27,85761349264,Rafaela Nunes,azevedopedro-henrique@bol.com.br,Núcleo Rezende,Vila Cemig,Porto Grande,SC,58974221,F0086
C01666,1963-01-27,98125670386,João Lucas Caldeira,marceloramos@hotmail.com,Praia Maria Vitória da Cunha,Santa Helena,Rocha de Aragão,SC,31597807,F0097
C01667,1970-02-03,94130657801,Maria Cecília da Rocha,rpires@castro.org,Sítio de da Conceição,Santa Rita De Cássia,Pinto das Pedras,PR,08281146,F0008
C01668,1988-06-23,73802514653,Luiz Fernando Fogaça,antonioaragao@hotmail.com,Trevo de Carvalho,Cinquentenário,Silveira,RS,10731311,F0009
C01669,2003-12-13,98560243747,Davi Lucas Gonçalves,carolinesouza@pinto.br,Praça Azevedo,Vila Nova Gameleira 1ª Seção,Ribeiro,DF,40558742,F0089
C01670,1997-06-11,39475860274,Otávio da Costa,xmonteiro@hotmail.com,Loteamento Pietra Almeida,Serrano,da Cunha de Campos,PR,80494737,F0025
C01671,1950-07-16,08327194631,Bruno Duarte,ramosana-beatriz@teixeira.com,Praça de Porto,Madri,da Rocha de Melo,BA,48202832,F0088
C01672,1971-08-05,49736810593,Sr. Cauã das Neves,joaquimpeixoto@yahoo.com.br,Residencial Pedro Henrique Nascimento,Paraíso,Ferreira das Pedras,SP,24237060,F0074
C01673,1996-07-29,65148297085,Yuri Aragão,rochaana-clara@yahoo.com.br,Praia Juan Correia,Paquetá,Cardoso,MG,49125820,F0019
C01674,1967-10-17,65482910342,Clara Monteiro,davisilveira@freitas.com,Quadra das Neves,Vila São Rafael,Fernandes,PR,53562936,F0003
C01675,1968-08-11,46381570253,Guilherme Jesus,rochaluna@uol.com.br,Rodovia Otávio Moraes,Pirineus,Moura,DF,67172888,F0001
C01676,1974-08-20,64273958155,Joana Fogaça,agatha48@uol.com.br,Viaduto Rezende,Inconfidência,Nogueira,RJ,65308317,F0074
C01677,2004-08-09,15674903280,Heloísa Rodrigues,almeidanina@ig.com.br,Travessa Campos,São Sebastião,Azevedo Paulista,BA,05326769,F0018
C01678,1950-01-31,92854176391,Sabrina Barbosa,gustavo87@da.net,Lagoa de Lima,Liberdade,Moura do Oeste,SC,32698859,F0014
C01679,1977-08-24,09471538297,Dra. Gabrielly Azevedo,claramoraes@moreira.br,Vale Isabel Costa,Sagrada Família,da Luz de Moraes,MG,18897165,F0047
C01680,1960-06-04,14827903603,Srta. Alana Moura,esther21@azevedo.com,Morro Rezende,São Pedro,Souza Paulista,BA,96448711,F0053
C01681,1996-11-04,28019567402,Dr. Leandro da Conceição,aviana@da.org,Colônia de Oliveira,Glória,Caldeira,RJ,20178066,F0037
C01682,1986-08-05,93186047501,Marcelo Castro,gabriela74@melo.br,Campo Guilherme Aragão,Cenaculo,Jesus de Barros,PE,78519441,F0010
C01683,1974-07-05,01572364807,Maria Pereira,lda-rosa@araujo.net,Lagoa Caio Ribeiro,São Luiz,Barbosa,RS,38600325,F0031
C01684,1949-12-28,17269458049,Arthur Carvalho,cecilia15@cardoso.br,Passarela de Pinto,Vila Madre Gertrudes 4ª Seção,Rezende do Amparo,DF,60608977,F0091
C01685,1997-01-13,85794320656,Kaique Sales,helenalima@uol.com.br,Chácara Emanuelly Costa,Vila De Sá,da Paz de Goiás,PE,41808696,F0088
C01686,2001-09-01,79086154301,Larissa Peixoto,wvieira@aragao.br,Recanto de Alves,Vila Nova,Novaes,SP,77325757,F0079
C01687,1956-05-01,06718932469,João Vitor da Costa,julia85@farias.net,Vale de Correia,Vila Sumaré,da Conceição da Prata,CE,08822994,F0034
C01688,1977-09-21,83605927130,Kevin Gomes,enzo-gabriel71@hotmail.com,Morro Azevedo,Santo André,Monteiro,RS,75538250,F0087
C01689,1976-10-08,49182753032,Carlos Eduardo Moreira,joao-vitor21@cavalcanti.com,Vale Cauã Cavalcanti,Jardim Do Vale,Nogueira de Gomes,PE,38098259,F0048
C01690,1982-04-14,73948625182,Gabriel da Mota,duarteerick@fogaca.net,Ladeira João Guilherme Silva,Vila São Paulo,Lima do Amparo,SP,20698341,F0041
C01691,1976-01-26,78649152058,Natália Lopes,aragaootavio@jesus.org,Alameda de Cardoso,Fazendinha,da Rocha,RJ,81021467,F0012
C01692,2006-02-19,63814072553,Vitor Gabriel da Conceição,teixeirafernanda@viana.com,Vila de Pereira,Lourdes,Azevedo de Novaes,MG,19660455,F0014
C01693,1994-04-01,56280371417,Gabrielly Barros,mcardoso@da.com,Praça de Sales,Cdi Jatoba,Barros,CE,48794832,F0056
C01694,1968-02-26,08361974539,Maria Fernanda Fernandes,maria-luizamoreira@pereira.com,Rodovia de Melo,Vila Mantiqueira,Rodrigues de Minas,DF,55802550,F0006
C01695,1992-10-24,83174625017,Sr. Levi Teixeira,gabrielmoreira@goncalves.com,Parque João Rocha,Ribeiro De Abreu,Monteiro da Prata,SC,33149847,F0030
C01696,1999-09-17,56407281326,Luiz Otávio Barros,miguelsilva@gmail.com,Rodovia Manuela Azevedo,Lindéia,Nunes de da Luz,SP,51685280,F0086
C01697,1989-07-19,70358126959,Srta. Fernanda Oliveira,livia85@rocha.com,Loteamento Enzo Gabriel Nascimento,Monte São José,da Rosa de Alves,SP,78969882,F0024
C01698,1976-12-22,98357126030,Vitória Mendes,guilherme32@bol.com.br,Viela Ana Carolina Cardoso,Tirol,Ferreira de Martins,RJ,40814769,F0026
C01699,1980-08-28,03176298595,Lorena da Luz,evelyn61@ig.com.br,Avenida Peixoto,Flamengo,Dias Verde,BA,89509156,F0040
C01700,1953-04-18,53267910803,Samuel Cavalcanti,renan89@gmail.com,Largo de Ferreira,Maria Tereza,Carvalho do Campo,RJ,49115485,F0075
C01701,1998-11-02,68352914006,Srta. Eduarda Pires,vdas-neves@peixoto.com,Núcleo Miguel Pinto,Vila Ouro Minas,da Luz,MG,21035817,F0022
C01702,1996-11-23,67902518395,Rafael Dias,freitassamuel@barbosa.br,Pátio Jesus,Candelaria,Gonçalves,PE,34850170,F0032
C01703,1969-07-16,04751286994,Enzo Porto,joao-gabrielcosta@hotmail.com,Pátio de Castro,Vila Esplanada,Fogaça,SP,44559958,F0055
C01704,1964-11-03,75691428373,Guilherme Mendes,bryanribeiro@ig.com.br,Lagoa Thomas Martins,Nova Cachoeirinha,da Cruz,RJ,12835156,F0014
C01705,2003-06-08,14293865764,André Azevedo,ycampos@carvalho.net,Travessa Carvalho,Saudade,Cardoso Grande,SP,32343282,F0042
C01706,1994-07-29,02318975450,Paulo das Neves,camposvitor-hugo@gmail.com,Parque Cauê Freitas,São Marcos,da Conceição,PR,60027335,F0075
C01707,1968-02-04,75986230159,Sr. Luiz Otávio Lopes,xrocha@uol.com.br,Vale Ana Carolina Nogueira,Vila Antena Montanhês,Moreira de Caldeira,PR,44400116,F0008
C01708,1958-04-29,81396524070,Ana Júlia Ramos,mourajoaquim@araujo.net,Passarela Marcela Souza,Cônego Pinheiro 2ª Seção,Gonçalves,DF,83519858,F0097
C01709,1975-08-19,19253648015,Juliana Novaes,nda-conceicao@azevedo.net,Recanto da Cunha,Bernadete,Araújo de Rodrigues,PR,55234078,F0015
C01710,1952-12-24,78356140226,Dr. Pedro Henrique Teixeira,maria-eduardaviana@da.br,Rua Lopes,Lagoinha,Lima do Oeste,PR,71462235,F0015
C01711,2004-07-30,76382059102,Luigi Porto,limanoah@uol.com.br,Núcleo Felipe Sales,Palmares,Mendes do Norte,CE,53008577,F0068
C01712,2004-07-05,63802415906,Heloísa Melo,maysada-costa@porto.br,Ladeira de Pereira,Vila Real 1ª Seção,Castro das Flores,CE,14832560,F0014
C01713,2006-07-23,04298136515,Caroline Nogueira,diogobarbosa@novaes.br,Largo Rodrigues,Ambrosina,Sales,RJ,66865233,F0046
C01714,1998-05-11,76851240920,Dra. Manuela Moraes,ryan85@ig.com.br,Viela Pedro Henrique Gonçalves,Bela Vitoria,Sales de Ramos,RJ,64577083,F0006
C01715,1997-06-16,94036217534,Laís Cardoso,gomesmaite@gmail.com,Parque de Costa,Vila Betânia,Santos do Campo,DF,12584142,F0085
C01716,1965-08-26,63752814071,Vinicius Cavalcanti,luiz-miguel19@gmail.com,Viaduto da Conceição,Acaiaca,Ramos,CE,55327654,F0068
C01717,1990-09-16,82961053730,Dr. Thomas Castro,leonardo16@da.br,Pátio Costela,Buraco Quente,Cunha das Pedras,DF,69040782,F0004
C01718,1954-03-23,07643821526,Eduarda Caldeira,leandro60@ig.com.br,Vila de Farias,Santana Do Cafezal,Cunha,RS,95649957,F0079
C01719,1978-07-20,16392745025,Fernanda Nascimento,cpires@castro.br,Viela Sales,Caiçaras,Monteiro de Viana,MG,22014871,F0040
C01720,1978-12-27,56794031884,Marcela da Cunha,da-luzluana@castro.com,Lago de Pires,Guarani,Monteiro do Norte,SC,46832094,F0015
C01721,1957-12-16,40396812740,Maria Clara Nogueira,rduarte@gmail.com,Favela de Costa,Ipe,Jesus,SC,00295078,F0039
C01722,1967-12-09,30715684280,Gustavo Henrique Porto,correiamilena@ig.com.br,Vila de Barros,Vila Da Luz,Cardoso das Flores,RS,09391180,F0002
C01723,2005-07-06,83542071960,Sr. Pedro Lucas Pires,jmartins@hotmail.com,Distrito de Araújo,Vila Ouro Minas,Azevedo,DF,64129661,F0029
C01724,1977-08-29,06798342574,Kevin Dias,pereiraclarice@nascimento.net,Sítio da Conceição,Vitoria,Lopes de Pereira,RS,94136279,F0088
C01725,1980-02-11,32450671862,Sra. Ana Sophia Gonçalves,bruno36@gmail.com,Viaduto Souza,São Francisco,Pereira de Ferreira,RS,22111689,F0057
C01726,1992-05-05,97148250676,Sr. Diogo Pires,tnunes@silveira.com,Parque de Gomes,Engenho Nogueira,Cavalcanti do Norte,SC,03959629,F0077
C01727,1955-08-26,47502316906,Esther da Costa,correiagustavo-henrique@araujo.net,Rodovia Lorenzo Ferreira,Santo André,Pinto da Mata,SP,26161364,F0038
C01728,2006-01-17,20148937560,Ana Sophia Cardoso,gteixeira@lima.com,Colônia de Gonçalves,Suzana,Dias,RJ,36038017,F0033
C01729,1965-02-02,92375640152,Nicolas da Costa,monteirobruna@ribeiro.com,Trecho de Nunes,Piraja,Melo das Pedras,RJ,31792051,F0063
C01730,1959-02-27,12450836942,Kevin Pinto,limapedro-miguel@cavalcanti.org,Alameda Luigi Farias,Casa Branca,Carvalho,RS,89587586,F0038
C01731,1954-03-15,60748593101,Vicente Souza,saraujo@uol.com.br,Sítio Henrique Pereira,Grajaú,Moura,MG,97830816,F0018
C01732,1958-10-14,17530694243,Sra. Mirella Jesus,guilherme52@araujo.br,Avenida Esther Pereira,Vila São Gabriel,Castro da Praia,PR,63302139,F0066
C01733,1989-07-19,34025671999,Mirella da Mota,gabrieladias@souza.com,Alameda de Fogaça,Vila Copasa,Carvalho Grande,SC,53498930,F0056
C01734,1994-02-24,85613420726,Stella Freitas,matheus43@porto.br,Estação Farias,Tupi B,Cardoso do Galho,PR,99209918,F0070
C01735,1961-08-01,57943812646,Lara da Cunha,anaazevedo@oliveira.org,Rodovia Rafael Vieira,Vila Inestan,Moraes,BA,83406418,F0085
C01736,1981-02-16,56807942176,Sr. Cauã Carvalho,pietro98@barbosa.com,Praça Alexia da Rosa,Boa União 1ª Seção,Rocha de Moraes,BA,69626931,F0052
C01737,2006-11-16,82064593756,Elisa da Conceição,andrealves@dias.com,Vereda Gonçalves,Conjunto Paulo Vi,Caldeira,SP,93019924,F0090
C01738,1988-05-13,93241750680,Enrico Dias,milenateixeira@bol.com.br,Conjunto de Ferreira,Embaúbas,Pinto,PR,53309324,F0010
C01739,1965-04-23,52173068407,Igor Nogueira,jsouza@gmail.com,Estrada Luiza da Costa,Vila Suzana Primeira Seção,da Mota,SC,01249490,F0047
C01740,1986-06-11,98203145698,Leandro Nunes,omendes@gmail.com,Feira Oliveira,Santa Cecilia,da Rocha da Prata,RS,17130555,F0032
C01741,1991-09-18,60217348904,Maria Luiza da Rocha,dalves@yahoo.com.br,Quadra Lopes,Vila Trinta E Um De Março,Nogueira da Mata,RS,19768801,F0067
C01742,1982-12-27,83201457914,Fernando Moraes,ana-laurasilveira@gmail.com,Via da Rocha,Castelo,Nascimento,SC,19426903,F0004
C01743,1975-06-11,01795348666,Felipe Lima,lda-conceicao@uol.com.br,Aeroporto de Alves,Barão Homem De Melo 2ª Seção,Cunha de Minas,MG,15795865,F0059
C01744,1978-01-30,90854267310,Letícia Sales,alexandremoreira@moreira.br,Esplanada Lucas Fernandes,Universitário,Martins,RS,78880460,F0085
C01745,2005-07-25,21384970541,Luiz Fernando Cavalcanti,cardosoana-livia@porto.br,Largo Ferreira,Ipe,Fogaça de Castro,RJ,83892177,F0075
C01746,2007-01-03,41263587062,Daniela Ribeiro,ferreirabarbara@uol.com.br,Estrada Otávio da Cunha,Castanheira,Viana,CE,54538840,F0002
C01747,1996-04-09,50167392859,Sra. Marcela Cavalcanti,correiacaroline@correia.br,Praia Larissa Porto,Jatobá,Cardoso do Amparo,BA,87036945,F0067
C01748,1998-08-12,71594063206,Enrico da Mata,fcaldeira@ramos.com,Feira de Rodrigues,Boa Vista,da Luz Alegre,SP,87645417,F0032
C01749,1981-03-23,52873460938,Maria Eduarda Nascimento,goncalvesmaria-julia@castro.com,Colônia Sarah Cavalcanti,Santa Cruz,Mendes,RS,75895940,F0054
C01750,1949-07-24,04675132871,Natália das Neves,evelynfreitas@da.br,Estrada Pedro Henrique Nogueira,Califórnia,Cunha de da Mota,PR,37962680,F0071
C01751,1975-07-21,72056438135,Cecília Fernandes,davi-luccacaldeira@ig.com.br,Feira Ian Nunes,Custodinha,da Rocha de Monteiro,PR,95304222,F0055
C01752,1957-09-28,92710854341,João Guilherme Costela,barrossophia@teixeira.org,Viaduto Nina Rodrigues,Leonina,Gonçalves do Oeste,RJ,69754158,F0004
