num_conta,TipoConta,Saldo,DataAbertura
AC40357181,Conta Corrente,340.25,2021-01-28
AC77115085,Conta Corrente,7763.43,2022-05-11
AC85247508,Conta Digital,16770.85,2023-06-08
AC86259347,Conta PJ,1267.72,2023-04-02
AC53723453,Conta Pagamento,1432.53,2021-02-14
AC95757437,Conta Digital,17053.7,2023-04-19
AC95106169,Conta PJ,1906.2,2022-10-24
AC39759719,Conta Pagamento,2746.45,2022-10-23
AC53063391,Conta Pagamento,9032.53,2022-03-11
AC45191887,Conta Digital,1737.47,2021-02-09
AC88327047,Conta Pagamento,14922.35,2023-07-05
AC36803542,Conta Corrente,4614.47,2022-05-23
AC70164723,Conta Corrente,13821.38,2023-11-20
AC23890761,Conta Pagamento,2075.38,2021-05-17
AC54061024,Conta PJ,519.99,2022-12-15
AC19115844,Conta Pagamento,9149.09,2022-05-09
AC50207027,Conta Corrente,2735.28,2021-01-10
AC22349092,Conta PJ,752.47,2021-10-18
AC43291405,Conta Digital,9773.4,2022-12-14
AC18596424,Conta Corrente,2458.56,2021-07-18
AC66416920,Conta Corrente,17725.61,2023-01-02
AC73433917,Conta Corrente,2869.49,2021-09-15
AC73445870,Conta PJ,8898.86,2022-05-03
AC90720634,Conta Corrente,3781.67,2022-01-16
AC39019233,Conta Corrente,1444.53,2023-10-10
AC65842830,Conta Corrente,1869.05,2021-01-09
AC81087453,Conta PJ,17991.89,2023-04-14
AC38654618,Conta Corrente,9114.46,2022-10-17
AC65826917,Conta Digital,18448.09,2023-06-09
AC38381449,Conta Pagamento,10091.86,2023-07-09
AC12059784,Conta Corrente,1782.85,2022-04-01
AC11481972,Conta Pagamento,3746.92,2022-08-14
AC38853135,Conta Corrente,8448.86,2023-09-24
AC16754821,Conta Pagamento,2041.56,2021-01-04
AC52134111,Conta Corrente,1005.61,2022-08-10
AC43996937,Conta Corrente,2380.95,2022-08-25
AC13293811,Conta Corrente,5852.02,2023-06-04
AC36418190,Conta Corrente,2229.93,2022-01-02
AC80377769,Conta Digital,147.73,2021-07-13
AC69909612,Conta Pagamento,87.72,2021-03-21
AC54421045,Conta Pagamento,7440.35,2023-11-28
AC67738155,Conta Pagamento,4671.34,2023-03-19
AC99018440,Conta Pagamento,7275.5,2022-06-25
AC27771011,Conta Digital,5896.63,2022-12-27
AC64627270,Conta Pagamento,981.12,2021-11-27
AC50112474,Conta Corrente,1325.75,2021-06-21
AC67823927,Conta Pagamento,13054.74,2023-02-05
AC59316042,Conta Corrente,814.54,2021-04-23
AC92163119,Conta Corrente,769.85,2021-07-27
AC13485704,Conta Pagamento,1179.9,2022-12-24
AC67644951,Conta Corrente,14287.88,2023-05-02
AC91413880,Conta PJ,7983.24,2022-11-27
AC82867852,Conta Corrente,3662.5,2022-09-24
AC64221963,Conta Corrente,631.37,2022-09-02
AC79020360,Conta Pagamento,11635.28,2023-02-28
AC81363904,Conta Corrente,631.45,2021-04-22
AC41691942,Conta Pagamento,2869.34,2022-03-13
AC25820222,Conta Pagamento,8698.37,2022-08-23
AC27012121,Conta Corrente,1919.62,2021-09-03
AC40907622,Conta Pagamento,1238.55,2021-07-12
AC46627298,Conta Corrente,8391.15,2022-04-27
AC97816720,Conta Corrente,14452.8,2023-04-22
AC56041192,Conta PJ,17095.86,2023-08-06
AC97789839,Conta Pagamento,1406.58,2022-12-18
AC72404781,Conta Corrente,15805.95,2023-11-23
AC67287727,Conta Corrente,15088.65,2023-03-10
AC21427644,Conta PJ,6595.61,2023-03-11
AC97845509,Conta PJ,8391.86,2022-12-14
AC31800592,Conta Pagamento,654.48,2021-07-02
AC36708390,Conta Corrente,2993.14,2022-04-21
AC63847577,Conta Digital,8745.45,2022-05-10
AC30934128,Conta Pagamento,4663.16,2022-05-15
AC93108446,Conta Digital,9452.12,2022-12-27
AC23540772,Conta PJ,7838.8,2023-04-06
AC46134088,Conta Digital,7967.9,2022-08-19
AC23303731,Conta Corrente,482.64,2021-03-18
AC81521441,Conta Pagamento,6095.09,2022-09-10
AC10231591,Conta Digital,7177.84,2023-01-26
AC95520705,Conta PJ,6480.69,2023-01-03
AC56606099,Conta Pagamento,1149.59,2022-08-11
AC28935786,Conta Pagamento,665.55,2021-11-02
AC54433125,Conta Digital,14228.48,2023-12-07
AC33555736,Conta Corrente,664.13,2022-02-11
AC41981861,Conta Digital,13775.66,2023-02-18
AC54165553,Conta Pagamento,2993.33,2022-09-25
AC42376397,Conta Digital,7669.46,2022-09-01
AC40636725,Conta Digital,7717.18,2022-11-06
AC18076739,Conta Corrente,3460.13,2022-10-12
AC71561612,Conta Corrente,15136.37,2023-10-26
AC58524929,Conta Pagamento,2689.75,2022-10-18
AC68366681,Conta Digital,1171.83,2022-11-12
AC69272707,Conta Digital,1117.54,2022-06-01
AC95640353,Conta Pagamento,4763.21,2023-11-21
AC36436337,Conta Corrente,9603.08,2022-05-17
AC58850532,Conta Digital,7917.7,2022-12-11
AC70025183,Conta Digital,5432.88,2023-07-19
AC86904076,Conta Corrente,7196.15,2022-06-07
AC61611346,Conta Digital,2921.27,2022-07-08
AC31500221,Conta Corrente,3792.28,2022-08-12
AC75630396,Conta Pagamento,8701.0,2022-02-16
AC12511509,Conta Corrente,5279.42,2022-05-23
AC26796434,Conta Corrente,2279.9,2022-07-09
AC90880741,Conta Digital,5869.96,2022-08-14
AC67525049,Conta Corrente,12394.39,2023-06-14
AC66325519,Conta Digital,16039.55,2023-09-18
AC52379407,Conta Corrente,1647.91,2021-06-19
AC15191827,Conta Corrente,500.1,2022-07-27
AC36910723,Conta Digital,7113.41,2023-01-21
AC69534561,Conta PJ,14461.82,2023-09-07
AC87229070,Conta Corrente,5626.48,2022-04-07
AC60814827,Conta Digital,4521.07,2023-09-27
AC84530600,Conta Pagamento,9634.93,2022-09-07
AC60908983,Conta Digital,1539.18,2021-12-10
AC32813724,Conta PJ,1960.92,2021-11-19
AC61587796,Conta Corrente,212.29,2021-11-05
AC69494598,Conta Digital,7919.22,2022-09-22
AC51040997,Conta Corrente,15305.62,2023-08-11
AC92313710,Conta Pagamento,7658.69,2023-05-13
AC76263678,Conta Corrente,16346.04,2023-02-21
AC49978094,Conta Digital,2026.74,2022-06-24
AC15510689,Conta Corrente,9716.57,2022-04-24
AC66900085,Conta Digital,17426.04,2023-01-15
AC35251343,Conta Corrente,2399.64,2022-04-13
AC59810664,Conta Corrente,2817.51,2021-10-01
AC44324862,Conta Pagamento,7784.29,2022-07-24
AC39420838,Conta Pagamento,17456.37,2023-10-11
AC77493011,Conta Corrente,825.43,2021-04-14
AC80183227,Conta Corrente,8645.72,2022-03-04
AC33870002,Conta Pagamento,16851.02,2023-02-23
AC33219430,Conta Digital,19452.77,2023-06-25
AC96587922,Conta Digital,6351.82,2022-05-08
AC44999281,Conta Pagamento,2595.69,2022-07-19
AC69526623,Conta Pagamento,16407.24,2023-03-17
AC51293393,Conta Digital,16303.93,2023-10-26
AC98407820,Conta Digital,15063.29,2023-04-21
AC81813506,Conta Digital,8450.62,2022-02-07
AC28261120,Conta Pagamento,86.91,2021-05-10
AC14591320,Conta Pagamento,370.81,2021-03-11
AC27498933,Conta Pagamento,1122.45,2021-01-02
AC17222647,Conta Corrente,3356.95,2022-10-23
AC82580889,Conta Corrente,1355.22,2021-11-22
AC39490100,Conta Corrente,8883.46,2022-05-12
AC67565983,Conta Corrente,7811.04,2023-11-18
AC84277018,Conta Corrente,6071.65,2022-10-22
AC71733794,Conta Pagamento,2816.41,2021-02-20
AC88747750,Conta PJ,8188.43,2023-10-03
AC81615298,Conta Pagamento,950.45,2022-09-03
AC65923402,Conta Corrente,6962.05,2022-09-21
AC16196941,Conta PJ,4421.31,2022-05-15
AC71532708,Conta Pagamento,17157.19,2023-02-06
AC38221280,Conta Corrente,7912.24,2022-09-17
AC29572030,Conta Pagamento,2314.18,2023-11-19
AC26665804,Conta Pagamento,206.26,2021-08-17
AC58582632,Conta Pagamento,6986.33,2022-01-21
AC77462973,Conta Corrente,2146.15,2021-07-09
AC17637180,Conta Corrente,2768.02,2021-04-15
AC24172854,Conta PJ,2471.55,2021-11-28
AC10864480,Conta Digital,2947.9,2021-08-17
AC21496222,Conta Pagamento,7725.68,2022-10-13
AC72907488,Conta Corrente,6726.66,2023-02-24
AC76159248,Conta Pagamento,14538.87,2023-12-09
AC90082160,Conta Corrente,3527.34,2022-09-24
AC28882945,Conta Corrente,904.61,2022-05-25
AC56283789,Conta Corrente,9579.95,2022-07-27
AC71236425,Conta Corrente,445.7,2021-03-25
AC49387760,Conta Digital,4989.92,2022-08-08
AC67012725,Conta PJ,9827.12,2022-08-21
AC96574512,Conta Digital,394.65,2021-10-12
AC22765909,Conta Corrente,4646.19,2022-05-01
AC51473116,Conta Digital,12392.47,2023-10-09
AC14882916,Conta Pagamento,9743.1,2022-04-01
AC27208355,Conta Digital,1416.96,2021-02-15
AC93166377,Conta Pagamento,7202.6,2022-05-20
AC15902979,Conta Digital,9659.34,2022-11-20
AC81480225,Conta Pagamento,344.42,2021-06-03
AC83369261,Conta Pagamento,8911.49,2022-10-09
AC57029776,Conta PJ,13915.5,2023-02-08
AC33889851,Conta PJ,3348.75,2023-11-21
AC17777837,Conta Digital,994.85,2022-06-16
AC93342813,Conta Pagamento,1075.91,2021-04-26
AC87535491,Conta Pagamento,6800.17,2022-11-21
AC10721937,Conta Pagamento,2057.27,2023-03-10
AC83554244,Conta Corrente,5214.44,2022-06-05
AC29981603,Conta Corrente,8758.2,2022-05-14
AC73607833,Conta Corrente,1086.03,2022-05-16
AC88830603,Conta Pagamento,19081.11,2023-08-01
AC24260383,Conta Digital,1598.33,2022-03-13
AC12369548,Conta Corrente,494.22,2021-11-21
AC13857887,Conta Corrente,4761.58,2023-04-07
AC83581073,Conta Corrente,77.21,2021-07-06
AC95256236,Conta Corrente,17053.05,2023-03-16
AC92561600,Conta Corrente,5876.88,2023-10-11
AC28742394,Conta Corrente,8786.9,2022-12-09
AC30941150,Conta Digital,2490.73,2021-10-05
AC37693538,Conta Digital,19218.37,2023-04-12
AC51089592,Conta Digital,1760.58,2021-10-13
AC84412015,Conta Pagamento,1051.19,2021-11-09
AC84413994,Conta Pagamento,12589.07,2023-05-24
AC90924933,Conta Corrente,5719.81,2022-10-28
AC44090962,Conta Corrente,8025.97,2022-01-09
AC82473004,Conta Corrente,1596.45,2021-01-02
AC13547895,Conta Corrente,18361.27,2023-11-28
AC48600877,Conta Corrente,1182.62,2022-10-24
AC88260166,Conta Pagamento,4009.14,2022-07-15
AC46614453,Conta Digital,3593.77,2023-10-04
AC90790476,Conta Corrente,9420.04,2022-12-09
AC59013586,Conta Corrente,1842.75,2023-12-19
AC60394457,Conta Corrente,18721.93,2023-06-22
AC49579062,Conta Digital,8765.23,2022-02-09
AC88902881,Conta Digital,14700.69,2023-08-21
AC92730012,Conta Corrente,7977.3,2022-05-16
AC20908918,Conta Corrente,9641.49,2022-01-08
AC70571509,Conta Pagamento,11632.04,2023-12-16
AC20570909,Conta Digital,1353.07,2021-06-07
AC88035920,Conta Corrente,2146.77,2021-06-21
AC77652508,Conta Pagamento,1620.47,2022-10-03
AC71398002,Conta PJ,1706.32,2021-08-22
AC11196565,Conta Pagamento,7579.75,2022-01-08
AC93011729,Conta Pagamento,4635.9,2022-10-15
AC67378620,Conta PJ,8213.24,2023-06-02
AC49195436,Conta Pagamento,4013.46,2022-02-18
AC96562585,Conta Digital,6420.96,2022-08-09
AC12181254,Conta Pagamento,77.9,2021-10-22
AC97843160,Conta Pagamento,7034.94,2022-04-18
AC57570933,Conta Corrente,12004.41,2023-11-23
AC33538483,Conta Pagamento,2450.77,2021-07-04
AC89186784,Conta Digital,2783.16,2021-02-22
AC44394519,Conta Corrente,16793.12,2023-03-26
AC81108004,Conta Digital,2770.73,2022-04-28
AC87705732,Conta Pagamento,553.14,2021-12-24
AC18533269,Conta Pagamento,367.08,2021-05-25
AC81271605,Conta Corrente,1134.87,2022-06-05
AC17251973,Conta Corrente,8643.93,2022-08-23
AC68571948,Conta Corrente,3384.8,2022-06-22
AC69970247,Conta Pagamento,8861.65,2022-03-13
AC18972750,Conta Digital,6635.06,2023-10-25
AC87739850,Conta Pagamento,2843.74,2022-12-25
AC13968787,Conta Corrente,9823.15,2022-06-18
AC13079073,Conta Digital,5752.7,2022-02-05
AC92861323,Conta Pagamento,1414.88,2022-07-25
AC74389676,Conta Pagamento,8299.9,2023-12-05
AC86232196,Conta PJ,2533.51,2021-04-18
AC21996895,Conta Pagamento,6498.0,2022-11-21
AC48388965,Conta PJ,10319.75,2023-07-11
AC82808393,Conta Digital,2114.14,2022-02-19
AC36927746,Conta Digital,12732.41,2023-03-03
AC46495353,Conta Corrente,1449.5,2021-04-23
AC73191630,Conta Corrente,3955.42,2022-01-25
AC25972356,Conta PJ,677.18,2021-08-13
AC86133867,Conta Pagamento,4076.6,2023-04-08
AC44877516,Conta Pagamento,363.79,2021-04-17
AC59835716,Conta Corrente,11055.45,2023-05-27
AC77875830,Conta Corrente,1870.16,2021-06-19
AC63431837,Conta Pagamento,1701.35,2022-08-03
AC69832219,Conta Digital,2951.59,2022-01-10
AC71925172,Conta Corrente,2111.12,2021-01-09
AC57333942,Conta Corrente,1960.61,2021-10-16
AC86810918,Conta Corrente,3576.99,2022-04-09
AC47175421,Conta Digital,340.82,2021-03-04
AC87726500,Conta Digital,2852.55,2021-03-16
AC54702567,Conta PJ,3148.57,2023-06-01
AC71827562,Conta Pagamento,5621.78,2022-04-10
AC85840090,Conta Pagamento,19002.09,2023-07-16
AC70109777,Conta PJ,6964.17,2022-06-20
AC41351042,Conta Corrente,925.84,2022-01-24
AC38458612,Conta Corrente,595.98,2022-03-26
AC91413039,Conta Pagamento,95.43,2021-11-15
AC97601634,Conta Digital,944.6,2021-03-23
AC81576128,Conta Corrente,5824.48,2023-03-20
AC36576984,Conta Corrente,2530.32,2021-07-02
AC62114854,Conta Pagamento,10326.91,2023-12-04
AC80602573,Conta PJ,8298.32,2022-03-15
AC73850069,Conta Corrente,5932.53,2022-10-16
AC51806422,Conta Corrente,5574.72,2022-11-25
AC12425627,Conta Digital,5485.41,2022-02-13
AC78791238,Conta Pagamento,1618.95,2022-05-12
AC25037260,Conta Pagamento,19985.89,2023-09-05
AC70672162,Conta Corrente,19377.76,2023-04-16
AC62740210,Conta Digital,1376.83,2023-01-18
AC26843580,Conta Corrente,7037.91,2023-07-21
AC19920203,Conta Digital,1673.74,2021-12-15
AC16511134,Conta Pagamento,2992.74,2022-05-03
AC73620363,Conta Corrente,2059.46,2022-11-05
AC10474390,Conta Digital,15568.75,2023-03-14
AC23253562,Conta Corrente,17367.38,2023-11-22
AC65619052,Conta Corrente,4484.08,2022-11-18
AC17002392,Conta Corrente,1547.38,2022-07-04
AC66687784,Conta Pagamento,604.81,2022-03-18
AC50403027,Conta Corrente,3358.3,2022-09-06
AC89802848,Conta Pagamento,11295.66,2023-04-16
AC94629689,Conta Corrente,1937.31,2023-01-11
AC17228643,Conta Pagamento,15609.5,2023-12-04
AC56521990,Conta Digital,7519.17,2022-12-13
AC28637355,Conta Corrente,1754.89,2021-06-09
AC41956976,Conta Digital,67.47,2021-02-17
AC98856598,Conta Pagamento,12073.21,2023-10-24
AC28770569,Conta Pagamento,2665.02,2022-12-21
AC18943621,Conta Corrente,19660.63,2023-03-26
AC64529967,Conta Corrente,1634.72,2021-09-09
AC76359135,Conta Pagamento,19385.72,2023-05-06
AC37240357,Conta Pagamento,2141.09,2021-01-22
AC28090215,Conta Pagamento,8816.51,2022-12-02
AC86533671,Conta Corrente,4458.0,2023-10-07
AC67548659,Conta Digital,3042.1,2022-09-01
AC22039317,Conta PJ,8355.99,2022-12-09
AC49055867,Conta Pagamento,8492.12,2022-01-19
AC20923844,Conta Pagamento,3631.44,2022-10-07
AC78197579,Conta Corrente,15998.42,2023-09-01
AC92743453,Conta Pagamento,3305.62,2022-09-24
AC94123423,Conta Digital,4544.42,2023-02-25
AC10123519,Conta Corrente,9079.51,2022-02-03
AC93088155,Conta PJ,18373.04,2023-10-14
AC23325255,Conta Corrente,3002.58,2022-08-05
AC98489898,Conta Digital,8787.03,2022-03-18
AC64839068,Conta Digital,2099.62,2022-03-26
AC84440723,Conta Pagamento,5952.45,2023-07-03
AC80004671,Conta Digital,1626.15,2021-04-19
AC77924426,Conta Pagamento,1805.02,2021-11-05
AC35664229,Conta Pagamento,2063.85,2021-01-14
AC50943651,Conta PJ,3834.19,2022-11-13
AC49507363,Conta Corrente,8467.48,2023-06-22
AC98887405,Conta Corrente,64.15,2021-08-05
AC31497597,Conta Digital,17587.96,2023-04-19
AC27413070,Conta PJ,1244.35,2021-12-06
AC57394170,Conta Pagamento,4657.74,2022-07-06
AC77304684,Conta Corrente,4046.89,2023-12-06
AC16613603,Conta Pagamento,1467.26,2022-05-23
AC67557813,Conta Pagamento,16510.64,2023-12-01
AC38932791,Conta Digital,9381.3,2022-04-12
AC64020735,Conta Digital,1404.03,2021-04-06
AC12092523,Conta Corrente,7032.82,2022-02-25
AC93048784,Conta Corrente,2001.36,2021-02-16
AC89551426,Conta Corrente,5382.33,2022-06-04
AC39109664,Conta Pagamento,3969.2,2023-12-11
AC93938437,Conta Pagamento,3167.8,2022-02-21
AC59527341,Conta Digital,452.26,2021-06-07
AC57292326,Conta Pagamento,12303.53,2023-04-23
AC97753053,Conta Corrente,5170.28,2023-09-14
AC82997991,Conta Digital,9901.44,2022-03-24
AC34784356,Conta Corrente,8403.26,2022-06-19
AC34127409,Conta Digital,4093.04,2022-07-26
AC78339885,Conta Corrente,6011.41,2022-06-15
AC94550764,Conta Corrente,14853.54,2023-08-27
AC64913736,Conta Corrente,3559.85,2022-11-28
AC84024479,Conta Digital,1783.97,2022-11-09
AC18877348,Conta Corrente,6434.62,2023-08-22
AC77177397,Conta Digital,577.93,2021-07-26
AC71614441,Conta Digital,1962.04,2021-11-25
AC92991395,Conta PJ,12711.98,2023-07-26
AC58815805,Conta Corrente,9532.37,2022-01-03
AC37409767,Conta Digital,1573.25,2021-08-15
AC46763290,Conta Corrente,2605.44,2021-06-08
AC15365825,Conta Pagamento,1453.82,2023-10-24
AC43701816,Conta Digital,2001.49,2022-02-16
AC83443059,Conta Pagamento,8006.95,2022-01-15
AC42174722,Conta Corrente,2409.25,2022-04-04
AC47484831,Conta Pagamento,5734.6,2022-12-26
AC58146913,Conta Corrente,2402.23,2021-08-19
AC11040902,Conta Corrente,821.4,2021-07-12
AC14666308,Conta Corrente,965.77,2022-02-24
AC74062056,Conta Corrente,5494.84,2023-06-15
AC76073608,Conta Pagamento,777.25,2021-10-02
AC16827570,Conta Digital,16727.13,2023-07-20
AC93578327,Conta Pagamento,7915.77,2022-02-05
AC86441413,Conta Pagamento,8682.34,2022-11-16
AC73129393,Conta Pagamento,5970.87,2022-01-18
AC43177739,Conta Corrente,6636.5,2022-10-05
AC90150533,Conta PJ,2483.82,2021-08-11
AC39722458,Conta Digital,155.23,2021-05-17
AC85282079,Conta PJ,7306.36,2022-04-13
AC93795815,Conta Digital,3371.25,2022-01-11
AC67806574,Conta PJ,6941.42,2022-09-24
AC53147980,Conta Digital,13091.12,2023-09-11
AC96305275,Conta Corrente,685.0,2021-08-06
AC58231807,Conta Corrente,623.92,2021-01-27
AC89130141,Conta Corrente,5118.88,2022-09-21
AC30887964,Conta Digital,1178.06,2021-11-20
AC99793596,Conta Corrente,1957.89,2021-08-28
AC73995741,Conta Corrente,8962.02,2022-11-07
AC94935666,Conta Corrente,1827.83,2022-03-26
AC81790067,Conta Pagamento,1246.78,2022-01-04
AC52941324,Conta Corrente,11078.36,2023-04-25
AC59600149,Conta Corrente,1470.67,2022-05-04
AC39257451,Conta Corrente,5286.07,2022-01-26
AC19541143,Conta Digital,19501.58,2023-03-06
AC35289667,Conta Corrente,575.58,2022-05-16
AC58148109,Conta Corrente,1086.8,2021-03-19
AC23948025,Conta Corrente,7580.66,2023-04-15
AC89297860,Conta Corrente,6356.52,2022-12-27
AC65525356,Conta Pagamento,149.34,2021-06-01
AC26679434,Conta Corrente,3605.0,2022-10-26
AC13368880,Conta Pagamento,6508.32,2022-01-11
AC99241195,Conta Digital,13359.06,2023-12-13
AC94365750,Conta Corrente,1683.71,2021-08-01
AC83812658,Conta Corrente,429.74,2021-10-14
AC82341769,Conta Corrente,6004.06,2022-06-12
AC46442121,Conta Corrente,8939.33,2022-01-10
AC56176178,Conta Pagamento,4125.58,2022-03-03
AC73615746,Conta PJ,1106.09,2022-08-21
AC39945468,Conta Digital,2824.77,2021-03-16
AC35805626,Conta PJ,7217.71,2023-09-19
AC41910227,Conta Corrente,8750.24,2022-12-26
AC69474734,Conta Pagamento,664.77,2021-12-15
AC67145485,Conta Pagamento,2148.7,2022-10-28
AC85724173,Conta PJ,11291.83,2023-11-27
AC48116583,Conta Digital,2191.94,2021-03-05
AC18219305,Conta Corrente,1919.78,2021-01-13
AC51209199,Conta Pagamento,728.62,2022-11-20
AC76140857,Conta Pagamento,7868.93,2022-01-20
AC61882949,Conta Pagamento,8632.83,2022-10-26
AC41894840,Conta Pagamento,2714.81,2021-08-09
AC83976092,Conta PJ,3116.31,2022-01-02
AC66452301,Conta Digital,11106.46,2023-08-02
AC88371318,Conta Digital,2625.67,2022-11-13
AC34130549,Conta Corrente,8368.13,2022-08-27
AC37822549,Conta Digital,3185.76,2023-08-27
AC84484447,Conta Digital,9864.11,2023-02-27
AC12428808,Conta Pagamento,9428.69,2023-08-14
AC40807681,Conta Pagamento,5028.75,2022-11-03
AC28442272,Conta Corrente,588.08,2021-09-03
AC25168018,Conta PJ,7734.78,2023-06-08
AC49968698,Conta Corrente,16759.46,2023-12-05
AC71361800,Conta Pagamento,4946.6,2022-12-18
AC60020529,Conta Corrente,6953.85,2022-10-16
AC79028489,Conta Corrente,6161.7,2022-03-21
AC63567741,Conta Digital,7766.73,2022-08-28
AC44314385,Conta Digital,3799.07,2022-10-28
AC62981047,Conta PJ,9911.77,2022-05-11
AC64579323,Conta Corrente,1386.21,2023-04-20
AC67188303,Conta Corrente,8342.75,2023-02-10
AC63716473,Conta Corrente,2685.61,2023-06-11
AC59591642,Conta Pagamento,5235.81,2022-09-06
AC18770240,Conta Digital,590.23,2021-12-10
AC93158821,Conta Corrente,7706.64,2022-12-20
AC34218116,Conta PJ,1940.03,2021-01-22
AC19529074,Conta Digital,1371.57,2021-07-07
AC56368844,Conta Pagamento,2728.96,2021-04-18
AC26701275,Conta Digital,797.45,2021-05-17
AC60991124,Conta PJ,4835.14,2022-01-13
AC23059708,Conta Corrente,14897.86,2023-08-10
AC20662353,Conta Corrente,10854.75,2023-08-24
AC59316381,Conta Corrente,2946.48,2021-11-16
AC40772986,Conta PJ,2463.8,2022-05-10
AC62911519,Conta Pagamento,1692.18,2021-02-02
AC94232250,Conta PJ,3567.25,2022-03-21
AC97536955,Conta Corrente,3688.19,2023-05-14
AC25087806,Conta Corrente,7502.48,2022-08-02
AC38292914,Conta Corrente,5091.4,2022-10-25
AC38990954,Conta Corrente,3386.21,2023-03-16
AC60254568,Conta Pagamento,8036.35,2022-08-09
AC82961388,Conta Digital,6848.87,2022-08-21
AC61345987,Conta PJ,7159.21,2022-03-24
AC82089639,Conta Pagamento,13448.31,2023-01-22
AC23729368,Conta Corrente,6154.36,2022-07-04
AC89510332,Conta Pagamento,259.27,2021-10-03
AC61804162,Conta Pagamento,6386.84,2023-06-17
AC87300656,Conta Corrente,14849.59,2023-11-17
AC81155484,Conta Corrente,7933.65,2022-06-23
AC72203000,Conta Corrente,4249.26,2022-04-11
AC53480132,Conta Corrente,6603.95,2022-11-22
AC69657825,Conta Digital,13605.93,2023-11-01
AC55525902,Conta PJ,2641.07,2021-12-28
AC56135116,Conta Corrente,708.15,2022-08-03
AC96897700,Conta Pagamento,13098.74,2023-03-01
AC30221317,Conta Corrente,8515.43,2022-08-25
AC89196664,Conta Corrente,1941.94,2022-11-13
AC86594224,Conta Corrente,7466.18,2022-02-26
AC45923270,Conta Digital,4113.47,2022-01-15
AC65607032,Conta Pagamento,3489.35,2022-12-03
AC66146945,Conta Corrente,6519.79,2023-06-04
AC60946448,Conta Corrente,6390.08,2022-05-26
AC46891281,Conta Corrente,3222.29,2022-06-24
AC11826281,Conta PJ,2237.52,2022-10-17
AC84959725,Conta Corrente,520.09,2022-06-11
AC13610889,Conta Corrente,17066.61,2023-07-13
AC65092717,Conta Pagamento,18793.37,2023-02-01
AC59541541,Conta Corrente,8939.63,2023-10-27
AC62207990,Conta Digital,8731.15,2022-09-23
AC92592062,Conta Pagamento,12004.84,2023-10-13
AC48098301,Conta Corrente,4030.33,2022-02-09
AC47891738,Conta Pagamento,732.89,2021-07-11
AC40837951,Conta Pagamento,1391.49,2022-09-09
AC44759057,Conta Pagamento,885.76,2022-07-21
AC62557078,Conta Digital,1770.23,2021-07-28
AC70969427,Conta Pagamento,430.61,2021-03-12
AC51770180,Conta Pagamento,3187.35,2022-05-16
AC64471835,Conta Pagamento,5141.63,2023-03-27
AC51513479,Conta Corrente,9952.33,2022-04-23
AC96601524,Conta Corrente,4763.59,2022-12-25
AC47611053,Conta Pagamento,6479.77,2022-02-28
AC49293196,Conta Pagamento,860.38,2022-02-07
AC46237361,Conta Corrente,16519.32,2023-08-24
AC79130222,Conta Corrente,1517.68,2021-03-27
AC47952311,Conta PJ,17381.35,2023-05-27
AC22608973,Conta Corrente,1449.64,2021-01-07
AC43027345,Conta Pagamento,14092.32,2023-04-27
AC69212721,Conta Corrente,9604.05,2022-04-10
AC40520180,Conta Pagamento,9963.79,2022-10-14
AC21164047,Conta PJ,2671.51,2021-12-03
AC42162213,Conta Pagamento,7990.44,2022-04-14
AC89046258,Conta Pagamento,5007.38,2022-04-27
AC82145466,Conta Pagamento,9468.88,2022-12-17
AC99193306,Conta Digital,862.66,2021-02-11
AC18201351,Conta Pagamento,1659.85,2023-03-13
AC90181522,Conta Pagamento,2133.89,2021-09-18
AC56925604,Conta Corrente,2388.08,2022-11-24
AC72508506,Conta Pagamento,1339.88,2021-06-14
AC30117667,Conta Pagamento,14189.36,2023-06-24
AC62078822,Conta Pagamento,471.31,2021-09-22
AC72544594,Conta Pagamento,4539.31,2022-06-09
AC38712098,Conta Digital,3839.8,2022-12-18
AC13428361,Conta Pagamento,1086.03,2023-05-08
AC71934799,Conta Corrente,1309.83,2022-08-23
AC80606607,Conta Pagamento,3354.08,2022-12-03
AC51795922,Conta Digital,1517.55,2021-03-21
AC35618950,Conta Pagamento,7690.5,2022-07-12
AC65479837,Conta Pagamento,1444.01,2021-11-18
AC60176164,Conta Corrente,81.22,2021-03-19
AC49048100,Conta Corrente,7458.11,2022-09-02
AC44127386,Conta Corrente,6750.45,2022-09-14
AC83989385,Conta PJ,7440.1,2022-04-06
AC49805911,Conta Corrente,2317.27,2021-04-02
AC23124374,Conta PJ,12382.14,2023-10-07
AC55272995,Conta Corrente,3915.62,2023-07-17
AC22775383,Conta Digital,11391.51,2023-06-16
AC50745475,Conta Corrente,7678.21,2023-12-21
AC54683839,Conta Corrente,2228.52,2022-09-14
AC99127492,Conta Digital,3224.55,2022-06-19
AC15830665,Conta Corrente,5552.2,2022-12-22
AC21800378,Conta Digital,2796.37,2022-11-17
AC88612483,Conta Pagamento,2811.92,2022-06-06
AC22069550,Conta Corrente,901.76,2021-02-13
AC12761627,Conta Corrente,2600.33,2021-01-28
AC46028977,Conta Pagamento,14825.49,2023-06-10
AC63717659,Conta Pagamento,319.18,2021-08-14
AC96491647,Conta Corrente,2204.82,2021-03-10
AC49625062,Conta Pagamento,14313.22,2023-04-08
AC39357397,Conta Pagamento,7517.75,2022-07-23
AC44016646,Conta Corrente,7499.73,2022-03-28
AC43341638,Conta Pagamento,14723.02,2023-10-06
