num_conta,id_cliente
AC61002098,C01992
AC58546662,C01993
AC80852203,C01994
AC70564384,C01995
AC53721992,C01995
AC60211711,C01995
AC83835326,C01996
AC55938119,C01997
AC86899850,C01997
AC81659196,C01997
AC61498726,C01998
AC32194966,C01999
AC73728566,C02000
AC96968887,C02001
AC22521511,C02001
AC22365599,C02002
AC66251994,C02003
AC26004172,C02004
AC22039629,C02004
AC51263939,C02005
AC10685029,C02005
AC97990303,C02005
AC31142107,C02006
AC22191093,C02006
AC72328257,C02007
AC28500076,C02008
AC76025451,C02008
AC94073038,C02009
AC54309963,C02010
AC66830498,C02011
AC72005979,C02012
AC63251308,C02012
AC49615103,C02013
AC53398656,C02013
AC42259597,C02014
AC74225054,C02015
AC90422960,C02016
AC27660632,C02017
AC91321844,C02017
AC91353316,C02017
AC16561102,C02018
AC89883650,C02019
AC78278164,C02020
AC80910338,C02020
AC57191198,C02021
AC62313372,C02022
AC41793576,C02023
AC83683144,C02023
AC69462250,C02024
AC54091312,C02025
AC71629050,C02025
AC80097990,C02026
AC89726711,C02026
AC10917273,C02027
AC98617002,C02028
AC65492097,C02029
AC83381213,C02029
AC23947715,C02029
AC17273533,C02030
AC23082677,C02031
AC86573129,C02032
AC13385519,C02033
AC24292706,C02033
AC20110775,C02034
AC37930064,C02035
AC60983775,C02036
AC69866887,C02036
AC90559393,C02037
AC59837852,C02038
AC79593504,C02039
AC10175829,C02039
AC21074044,C02040
AC74623757,C02041
AC34063217,C02042
AC27777576,C02042
AC98539906,C02043
AC22052314,C02043
AC10495380,C02044
AC59427871,C02044
AC62705460,C02045
AC75687051,C02046
AC77254502,C02047
AC30855765,C02047
AC68748792,C02047
AC94687684,C02048
AC80383265,C02049
AC27143971,C02050
AC78472809,C02051
AC25047128,C02052
AC73581897,C02053
AC77369314,C02053
AC30700393,C02054
AC14185108,C02054
AC66102727,C02055
AC18302788,C02056
AC65245573,C02056
AC92153715,C02056
AC52910440,C02057
AC63235617,C02058
AC26855804,C02059
AC13886241,C02059
AC88826430,C02060
AC35398647,C02061
AC74174384,C02062
AC50903916,C02062
AC45797339,C02063
AC52128927,C02064
AC57142585,C02065
AC12395382,C02066
AC72782247,C02067
AC70559282,C02068
AC48878290,C02069
AC52850482,C02070
AC33819514,C02071
AC80345367,C02072
AC75334263,C02072
AC15325027,C02073
AC61737734,C02073
AC10352175,C02074
AC25509374,C02074
AC10019068,C02075
AC51748964,C02075
AC55208130,C02076
AC29149216,C02077
AC81556901,C02078
AC86801392,C02079
AC43276227,C02079
AC83349622,C02080
AC23820937,C02081
AC31937181,C02081
AC23702795,C02081
AC48340895,C02082
AC40253624,C02082
AC18230530,C02083
AC51997470,C02084
AC80990925,C02085
AC76104598,C02085
AC98762258,C02086
AC73634230,C02086
AC84855626,C02087
AC46651568,C02088
AC32631013,C02088
AC92692834,C02089
AC54422666,C02090
AC26924919,C02091
AC37621498,C02092
AC25603211,C02093
AC71011275,C02093
AC55497714,C02094
AC61442233,C02095
AC66174283,C02096
AC58306657,C02097
AC64782963,C02098
AC21149150,C02099
AC89905960,C02100
AC41289470,C02100
AC75546905,C02100
AC27648547,C02101
AC47128726,C02101
AC22400963,C02101
AC27706077,C02102
AC43611327,C02102
AC83038731,C02103
AC79994995,C02103
AC80351199,C02104
AC19317659,C02105
AC14447702,C02106
AC72244413,C02107
AC94907013,C02108
AC55645119,C02108
AC51904652,C02108
AC31417698,C02109
AC44873418,C02109
AC35002404,C02110
AC39495465,C02111
AC33716695,C02112
AC14678396,C02113
AC16013201,C02114
AC37126064,C02115
AC82609239,C02116
AC38446976,C02116
AC57248455,C02117
AC50410398,C02118
AC25573661,C02119
AC92889360,C02119
AC47040495,C02120
AC43067832,C02121
AC21978657,C02122
AC53061643,C02123
AC39825714,C02123
AC55645041,C02124
AC88485884,C02125
AC29369080,C02125
AC57710693,C02126
AC16493203,C02127
AC82765691,C02128
AC91250913,C02129
AC64890307,C02130
AC23986131,C02131
AC27623929,C02131
AC95204004,C02132
AC35480731,C02132
AC23800243,C02133
AC36233048,C02133
AC42595326,C02134
AC48790544,C02135
AC22628574,C02136
AC42586041,C02137
AC10559499,C02137
AC70595817,C02138
AC25488052,C02139
AC66745784,C02140
AC41961517,C02141
AC63228721,C02141
AC55056756,C02142
AC39791090,C02143
AC27784228,C02143
AC40858261,C02144
AC81536865,C02145
AC30876903,C02146
AC99870188,C02147
AC90539167,C02148
AC87889357,C02149
AC28135982,C02149
AC38870643,C02150
AC59906764,C02151
AC96079056,C02151
AC65053016,C02152
AC50293603,C02153
AC57873583,C02154
AC87629552,C02154
AC61634647,C02155
AC26157692,C02155
AC11603286,C02156
AC13662544,C02157
AC44742690,C02157
AC14310608,C02158
AC17752774,C02159
AC27877393,C02160
AC51979778,C02161
AC23305230,C02161
AC82402321,C02162
AC80334453,C02163
AC40805222,C02163
AC98389535,C02164
AC13565707,C02165
AC26876950,C02165
AC75036737,C02165
AC22027496,C02166
AC45168995,C02167
AC98959767,C02167
AC11670150,C02168
AC27511281,C02169
AC18544401,C02170
AC74798721,C02170
AC19789211,C02171
AC64581218,C02172
AC27218368,C02172
AC48696052,C02173
AC26610968,C02173
AC16220376,C02174
AC58351647,C02175
AC59455249,C02176
AC70796704,C02177
AC76798322,C02177
AC45421291,C02177
AC34275406,C02178
AC57569837,C02178
AC19751012,C02179
AC38447719,C02179
AC36961724,C02180
AC72446305,C02180
AC63239069,C02181
AC46549168,C02182
AC56213787,C02182
AC31085053,C02182
AC21246960,C02183
AC81074135,C02183
AC67455998,C02184
AC83237564,C02184
AC81326449,C02185
AC11748202,C02186
AC56171053,C02187
AC45980804,C02188
AC97072137,C02188
AC83012298,C02188
AC16653325,C02189
AC25408090,C02189
AC45406350,C02190
AC75158742,C02191
AC25143598,C02192
AC39366405,C02193
AC83807736,C02193
AC58730886,C02194
AC75975668,C02195
AC86428402,C02196
AC52151029,C02197
AC50277989,C02197
AC81471284,C02198
AC10712168,C02198
AC56323996,C02199
AC28892894,C02200
AC83267545,C02201
AC21731116,C02201
AC28023129,C02202
AC76850401,C02203
AC83295091,C02203
AC18393855,C02204
AC55183811,C02205
AC25059302,C02206
AC13581497,C02206
AC19994544,C02207
AC38910997,C02208
AC71103213,C02208
AC58264694,C02208
AC77762864,C02209
AC93567934,C02210
AC27047194,C02211
AC68571961,C02212
AC16940043,C02213
AC60567401,C02213
AC18888277,C02214
AC30425440,C02214
AC27812080,C02215
AC32748178,C02215
AC78167083,C02216
AC17721126,C02216
AC43645795,C02217
AC34083183,C02217
AC19015861,C02218
AC29481715,C02218
AC18848221,C02219
AC68825498,C02219
AC41524995,C02220
AC87043164,C02220
AC70456999,C02221
AC17061369,C02221
AC39278279,C02222
AC34604998,C02223
AC50434703,C02224
AC22754767,C02224
AC33828303,C02225
AC84920974,C02225
AC25568431,C02225
AC67625290,C02226
AC14352860,C02226
AC95596853,C02227
AC21325804,C02228
AC70304356,C02229
AC16496628,C02229
AC27541747,C02230
AC59013866,C02231
AC79846563,C02231
AC10518502,C02232
AC11340604,C02233
AC96649099,C02233
AC45354674,C02234
AC97457262,C02234
AC28024234,C02235
AC32485982,C02236
AC60963816,C02236
AC25126465,C02237
AC99867629,C02238
AC64487898,C02239
AC60703281,C02240
AC30248124,C02241
AC17989580,C02241
AC40487286,C02241
AC85911132,C02242
AC87405829,C02243
AC89266426,C02244
AC19974101,C02245
AC33166754,C02245
AC49067287,C02246
AC86496363,C02247
AC40671756,C02248
AC72157095,C02249
AC76446430,C02249
AC19414664,C02249
AC32409243,C02250
AC90397496,C02251
AC51183505,C02252
AC47207153,C02252
AC73039505,C02253
AC95915711,C02254
AC56210780,C02255
AC81514483,C02256
AC61927842,C02257
AC55125671,C02258
AC65090733,C02258
AC50574368,C02258
AC60295299,C02259
AC58297886,C02260
AC82758178,C02260
AC65767352,C02260
AC25977653,C02261
AC69300950,C02262
AC58395151,C02262
AC18843988,C02263
AC58310983,C02263
AC18671785,C02264
AC75829547,C02265
AC24026498,C02266
AC20354255,C02266
AC85634201,C02267
AC96874134,C02268
AC11684628,C02268
AC91547675,C02268
AC18643251,C02269
AC66544253,C02270
AC90757039,C02271
AC18142400,C02272
AC21438402,C02273
AC12768335,C02274
AC27989914,C02274
AC54828843,C02275
AC18266227,C02276
AC32231264,C02276
AC39873889,C02277
AC85553386,C02278
AC11206553,C02278
AC94075831,C02279
AC61347361,C02279
AC88666290,C02280
AC29387060,C02281
AC54402314,C02282
AC57665647,C02282
AC32774475,C02282
AC73418702,C02283
AC13764531,C02284
AC64394152,C02285
AC21392886,C02286
AC74490797,C02286
AC33742061,C02286
AC88889426,C02287
AC73085429,C02288
AC47198427,C02289
AC55821735,C02289
AC71696767,C02290
AC35185143,C02290
AC90478061,C02291
AC47937095,C02291
AC21122114,C02291
AC54620069,C02292
AC38982937,C02292
AC32969202,C02292
AC93453291,C02293
AC44989292,C02294
AC26266547,C02295
AC39713371,C02296
AC62964856,C02296
AC34235137,C02297
AC93677011,C02298
AC27861239,C02298
AC34220537,C02299
AC97474009,C02300
AC15083605,C02301
AC35756653,C02302
AC63296035,C02303
AC40540977,C02304
AC41095880,C02304
AC65936157,C02305
AC64341009,C02305
AC20129695,C02306
AC42040682,C02306
AC19173268,C02307
AC32091406,C02308
AC10336369,C02308
AC24988863,C02309
AC24491647,C02310
AC89928016,C02311
AC89658254,C02312
AC25269082,C02312
AC32466039,C02313
AC31226915,C02314
AC20201538,C02315
AC40373441,C02316
AC95309854,C02317
AC83078753,C02318
AC65464677,C02318
AC20685355,C02319
AC48684441,C02320
AC67204948,C02321
AC82632282,C02322
AC92981341,C02322
AC48414989,C02323
AC55938766,C02324
AC51327504,C02325
AC97817065,C02326
AC24351622,C02326
AC57107238,C02327
AC47158540,C02327
AC53707101,C02328
AC61976930,C02328
AC75690193,C02329
AC14843234,C02330
AC48728417,C02330
AC39879749,C02331
AC93551021,C02331
AC16378394,C02332
AC90264186,C02333
AC19450919,C02333
AC74822805,C02334
AC19326653,C02334
AC87389905,C02335
AC12404335,C02336
AC23498047,C02337
AC39842174,C02338
AC79928451,C02338
AC46601810,C02338
AC80828587,C02339
AC36409959,C02340
AC81951813,C02340
AC61974661,C02340
AC74423302,C02341
AC17253842,C02342
AC80519410,C02342
AC62765392,C02343
AC27125602,C02343
AC59036257,C02343
AC54705879,C02344
AC60512642,C02345
AC98902657,C02346
AC64926591,C02347
AC53996709,C02347
AC61444386,C02348
AC10990540,C02349
AC19020737,C02349
AC93943400,C02350
AC47974260,C02351
AC53348942,C02351
AC75227251,C02351
AC66413377,C02352
AC87211422,C02353
AC74632267,C02354
AC11223122,C02355
AC42636832,C02355
AC28998320,C02356
AC80644338,C02357
AC54202875,C02357
AC11051277,C02358
AC40848406,C02358
AC74775363,C02358
AC36742210,C02359
AC38809590,C02360
AC85795058,C02360
AC85267278,C02361
AC54958952,C02362
AC39949569,C02363
AC13542658,C02363
AC81993089,C02364
AC60675437,C02365
AC99771636,C02365
AC16622877,C02365
AC81827852,C02366
AC98801380,C02367
AC15728656,C02367
AC35585656,C02367
AC33406020,C02368
AC23244660,C02369
AC62051800,C02370
AC39338766,C02370
AC52894408,C02370
AC31006465,C02371
AC92499118,C02372
AC59203318,C02373
AC32930824,C02373
AC93524808,C02374
AC80254495,C02374
AC41236241,C02374
AC79797030,C02375
AC54186732,C02376
AC57011059,C02377
AC59843136,C02378
AC92189381,C02378
AC71848449,C02379
AC87139072,C02379
AC63377327,C02380
AC53931901,C02380
AC14224579,C02381
AC25429688,C02382
AC80523725,C02383
AC18795832,C02383
AC91678136,C02384
AC46813711,C02385
AC45704746,C02386
AC25408847,C02386
AC46908831,C02387
AC77594533,C02387
AC16798210,C02388
AC93581514,C02389
AC14797947,C02389
AC81589188,C02390
AC55552842,C02391
AC54837742,C02392
AC78991274,C02393
AC65883528,C02394
AC39654137,C02395
AC44123931,C02395
AC29925827,C02396
AC83243481,C02396
AC49726707,C02396
AC93255976,C02397
AC76030453,C02398
AC44082456,C02398
AC76647557,C02398
AC38983166,C02399
AC67827741,C02400
AC72458743,C02401
AC77738641,C02402
AC65847765,C02403
AC65208643,C02404
AC44218925,C02405
AC63651331,C02406
AC74585314,C02407
AC93937197,C02407
AC35741760,C02408
AC36420211,C02408
AC93038215,C02409
AC23642334,C02410
AC86094313,C02410
AC17366630,C02410
AC92085276,C02411
AC80142169,C02412
AC28290477,C02413
AC71383850,C02413
AC55179839,C02414
AC29517736,C02415
AC85122031,C02416
AC11786142,C02417
AC30161885,C02417
AC80818838,C02418
AC73874317,C02419
AC58516080,C02420
AC82893729,C02421
AC44153236,C02422
AC71908604,C02422
AC88603493,C02423
AC63441793,C02424
AC30046381,C02425
AC33565807,C02426
AC54923300,C02427
AC28503608,C02428
AC42769253,C02429
AC70549343,C02429
AC91128398,C02429
AC37271686,C02430
AC48146412,C02431
AC78580910,C02432
AC21974276,C02433
AC99192708,C02433
AC30275661,C02434
AC77154411,C02435
AC13018697,C02435
AC31920880,C02436
AC92042252,C02436
AC66723344,C02437
AC87942329,C02437
AC92443202,C02438
AC77072159,C02438
AC43849749,C02439
AC64906127,C02440
AC94476061,C02440
AC29230299,C02441
AC66556963,C02442
AC37169589,C02443
AC26949173,C02444
AC84381667,C02444
AC23291920,C02445
AC81446701,C02445
AC83836120,C02446
AC60790686,C02447
AC48365380,C02448
AC32314392,C02449
AC71463117,C02450
AC98024059,C02450
AC46264482,C02450
AC94701220,C02451
AC36445518,C02452
AC58030427,C02453
AC46156912,C02453
AC15648211,C02454
AC93911051,C02455
AC98156203,C02455
AC91151020,C02455
AC86006740,C02456
AC87603716,C02457
AC39655178,C02458
AC39953780,C02458
AC62756913,C02459
AC55914738,C02460
AC18070178,C02460
AC46134233,C02461
AC91152967,C02462
AC45841780,C02463
AC95930434,C02464
AC44820380,C02465
AC83877129,C02466
AC59729803,C02466
AC59377230,C02467
AC53581872,C02468
AC24928193,C02468
AC10718322,C02468
AC44208039,C02469
AC88563001,C02470
AC98715982,C02470
AC43186773,C02471
AC62018836,C02472
AC99157228,C02473
AC15895837,C02473
AC44189258,C02474
AC20213260,C02475
AC57881284,C02476
AC98383559,C02476
AC77345228,C02476
AC51340515,C02477
AC65976383,C02478
AC41997652,C02478
AC90949746,C02478
AC62156397,C02479
AC75258721,C02480
AC70718656,C02480
AC93309512,C02481
AC72260286,C02482
AC87875288,C02482
AC95518045,C02483
AC64179335,C02484
AC17056690,C02484
AC78808438,C02484
AC99345660,C02485
AC75415738,C02485
AC31888873,C02485
AC67903338,C02486
AC48109354,C02486
AC86773054,C02486
AC86102834,C02487
AC14512470,C02488
AC58453569,C02489
AC22722758,C02489
AC63626554,C02489
AC39093577,C02490
AC25875248,C02491
AC80559495,C02492
AC24779593,C02492
AC41638207,C02493
AC77997291,C02494
AC38927643,C02494
AC66563865,C02495
AC29244184,C02496
AC34672943,C02496
AC38290403,C02497
AC52271047,C02498
AC13167108,C02499
AC82961036,C02500
AC25723593,C02500
AC17143741,C02501
AC40222629,C02502
AC32770863,C02502
AC21163123,C02503
AC73681652,C02503
AC63800996,C02503
AC97467841,C02504
AC26774064,C02505
AC41988419,C02506
AC58379184,C02507
AC98579168,C02508
AC53714873,C02508
AC45042828,C02509
AC30587702,C02509
AC91777180,C02510
AC71120170,C02511
AC19053611,C02512
AC16096831,C02513
AC45219049,C02514
AC54435704,C02514
AC46219064,C02514
AC25164394,C02515
AC55054667,C02516
AC13102245,C02517
AC30424206,C02518
AC50028702,C02518
AC63444953,C02518
AC52279678,C02519
AC64290266,C02520
AC12531019,C02521
AC69016911,C02521
AC60481668,C02522
AC85554089,C02523
AC80258075,C02524
AC89221006,C02525
AC78062439,C02526
AC48406673,C02527
AC48487648,C02528
AC56456336,C02529
AC98151088,C02529
AC75116326,C02530
AC23035056,C02531
AC46498871,C02532
AC99913173,C02532
AC65999493,C02533
AC37431077,C02533
AC26597500,C02534
AC56937991,C02535
AC32107199,C02535
AC10217009,C02535
AC74836769,C02536
AC79927285,C02537
AC57908758,C02538
AC42033271,C02539
AC43586484,C02539
AC57437003,C02540
AC17339717,C02541
AC12304463,C02541
AC60707951,C02541
AC98391539,C02542
AC33664758,C02543
AC78232982,C02543
AC24030777,C02544
AC86519053,C02545
AC68167107,C02545
AC67461642,C02545
AC65220235,C02546
AC20236920,C02546
AC24226407,C02546
AC15275042,C02547
AC13758652,C02547
AC17080059,C02548
AC57132086,C02549
AC15394226,C02549
AC79119084,C02550
AC96819325,C02551
AC47087039,C02552
AC16420110,C02553
AC34958566,C02553
AC38136167,C02554
AC84763365,C02555
AC40941192,C02555
AC36608321,C02556
AC11165589,C02557
AC60009741,C02558
AC51196939,C02559
AC68259406,C02560
AC90140608,C02560
AC59130887,C02561
AC28490562,C02561
AC83219059,C02562
AC84252013,C02562
AC10979626,C02562
AC26404634,C02563
AC61296039,C02563
AC82100796,C02563
AC87653496,C02564
AC21699191,C02565
AC28377820,C02565
AC32356851,C02566
AC50276235,C02567
AC10525717,C02567
AC44433069,C02568
AC56289295,C02568
AC30400298,C02568
AC47929521,C02569
AC59917327,C02570
AC67236610,C02571
AC27667333,C02572
AC79975114,C02572
AC66089864,C02573
AC93888396,C02573
AC68048570,C02573
AC92446061,C02574
AC68214697,C02575
AC45491037,C02575
AC92326811,C02576
AC39483458,C02577
AC18598279,C02578
AC60912918,C02579
AC79945565,C02579
AC34501762,C02579
AC21217395,C02580
AC13211943,C02580
AC83301356,C02581
AC99836170,C02582
AC39809536,C02583
AC60593517,C02583
AC42682406,C02583
AC10391438,C02584
AC42327145,C02585
AC45823088,C02585
AC15958679,C02586
AC29211959,C02587
AC78073824,C02587
AC10240705,C02587
AC67638638,C02588
AC32500828,C02588
AC73927768,C02589
AC41288191,C02590
AC13722799,C02590
AC28194882,C02591
AC66740949,C02592
AC37325389,C02592
AC61298384,C02592
AC25925379,C02593
AC25394197,C02594
AC59836444,C02594
AC12886876,C02595
AC18727242,C02596
AC78039358,C02597
AC25779784,C02597
AC92726880,C02598
AC90377178,C02599
AC60013504,C02599
AC30253337,C02600
AC50843586,C02601
AC90434368,C02602
AC91178992,C02602
AC12511190,C02603
AC13876747,C02604
AC44925443,C02604
AC63004517,C02604
AC30781903,C02605
AC39076364,C02605
AC51922697,C02606
AC32775827,C02606
AC58824250,C02607
AC57925534,C02607
AC12697244,C02608
AC71962740,C02609
AC29579788,C02610
AC22281403,C02611
AC47642501,C02611
AC80730139,C02612
AC54922342,C02613
AC67093511,C02613
AC79701031,C02614
AC88885325,C02615
AC33633297,C02615
AC76143902,C02616
AC80399936,C02616
AC93459209,C02617
AC54127871,C02617
AC23265717,C02618
AC35742707,C02619
AC21780577,C02620
AC76969733,C02621
AC37025569,C02621
AC32192835,C02622
AC86579742,C02622
AC24210047,C02623
AC34427015,C02624
AC44777914,C02625
AC44343959,C02625
AC32450935,C02626
AC63730801,C02626
AC62397254,C02627
AC30329692,C02628
AC48961139,C02629
AC26505893,C02630
AC71184946,C02630
AC89375322,C02631
AC90243303,C02632
AC15885022,C02632
AC23652641,C02633
AC97569796,C02633
AC68345833,C02634
AC20888799,C02635
AC48773736,C02636
AC41371029,C02636
AC37736018,C02637
AC53413326,C02638
AC86280661,C02639
AC47236530,C02639
AC18221126,C02640
AC80247555,C02641
AC54261938,C02642
AC44775765,C02643
AC65171986,C02644
AC26068194,C02644
AC55783286,C02645
AC14375374,C02645
AC49804328,C02645
AC11124025,C02646
AC54444718,C02647
AC39374547,C02647
AC71288395,C02648
AC74621389,C02648
AC50470971,C02649
AC48653629,C02649
AC27324342,C02649
AC48560577,C02650
AC39689454,C02651
AC46294545,C02652
AC27390364,C02652
AC84742484,C02653
AC51898397,C02654
AC87147340,C02654
AC31959586,C02654
AC70203419,C02655
AC54844260,C02656
AC45979466,C02657
AC39867836,C02658
AC84696654,C02659
AC21892785,C02660
AC13206443,C02661
AC44627794,C02662
AC65356254,C02663
AC83981219,C02664
AC26528121,C02665
AC15253391,C02665
AC62183915,C02666
AC27661074,C02667
AC84464229,C02668
AC29938735,C02668
AC54564966,C02669
AC76300898,C02669
AC30698096,C02670
AC95209292,C02671
AC27737287,C02672
AC44798349,C02673
AC99028211,C02673
AC54899269,C02674
AC96956184,C02675
AC33945820,C02675
AC54061089,C02676
AC88677768,C02677
AC36369467,C02677
AC51959008,C02677
AC64145969,C02678
AC23421659,C02678
AC10293027,C02679
AC15846753,C02680
AC68089675,C02680
AC12610481,C02680
AC74941261,C02681
AC61984774,C02681
AC99784052,C02682
AC59417004,C02682
AC11381354,C02683
AC59500667,C02683
AC17830320,C02684
AC60027556,C02684
AC54591709,C02685
AC98753389,C02686
AC91641939,C02687
AC23690696,C02688
AC98102314,C02689
AC20611033,C02689
AC89783699,C02690
AC28349118,C02691
AC74155299,C02691
AC24385040,C02692
AC50410198,C02692
AC93783629,C02692
AC38032980,C02693
AC18181399,C02693
AC52920401,C02693
AC77796265,C02694
AC92265390,C02695
AC55218649,C02696
AC26762006,C02697
AC96655782,C02698
AC35239954,C02698
AC97999972,C02698
AC47743364,C02699
AC64761732,C02700
AC74478382,C02700
AC38170823,C02700
AC10248590,C02701
AC22969165,C02702
AC49089147,C02702
AC23172061,C02703
AC97015526,C02703
AC55155922,C02704
AC63397387,C02705
AC13862790,C02706
AC79185975,C02706
AC21179055,C02706
AC99384458,C02707
AC28142616,C02708
AC58470340,C02709
AC87730099,C02709
AC53590069,C02709
AC75723489,C02710
AC56521160,C02710
AC19169276,C02711
AC48571382,C02711
AC23972185,C02712
AC46348097,C02713
AC49160574,C02713
AC54845406,C02713
AC45637583,C02714
AC57474142,C02715
AC96566927,C02716
AC99258588,C02716
AC52514715,C02717
AC77684787,C02718
AC36252647,C02719
AC44652704,C02720
AC14971301,C02721
AC85176292,C02722
AC72238454,C02723
AC66678507,C02724
AC60999833,C02724
AC79688223,C02725
AC39182378,C02726
AC78741200,C02727
AC38328447,C02728
AC30554926,C02728
AC98907722,C02729
AC23938565,C02730
AC87650928,C02731
AC71529838,C02732
AC85283293,C02733
AC29233865,C02734
AC13819840,C02734
AC89739218,C02734
AC59184360,C02735
AC14382168,C02735
AC24188604,C02735
AC88510412,C02736
AC16398484,C02737
AC91747061,C02738
AC15318166,C02739
AC77286046,C02740
AC70270756,C02740
AC62075974,C02741
AC93426599,C02741
AC73232005,C02742
AC65893574,C02743
AC77713801,C02744
AC55426278,C02744
AC19473480,C02744
AC25484565,C02745
AC92110233,C02745
AC31165039,C02745
AC82204318,C02746
AC97897416,C02747
AC54495766,C02748
AC24510459,C02748
AC94606991,C02749
AC33700831,C02750
AC86965285,C02751
AC18922322,C02751
AC16783387,C02752
AC92456123,C02753
AC82669398,C02754
AC63606658,C02755
AC82358970,C02755
AC54288097,C02756
AC90011666,C02757
AC40750878,C02758
AC51515018,C02758
AC78382661,C02758
AC48399530,C02759
AC81332496,C02760
AC28726953,C02760
AC68482230,C02761
AC62292114,C02761
AC70271877,C02762
AC47921571,C02762
AC96471675,C02763
AC99234680,C02763
AC44394248,C02764
AC14080119,C02764
AC91232031,C02765
AC13517774,C02765
AC36166810,C02765
AC83788174,C02766
AC57149296,C02766
AC20674212,C02767
AC49495739,C02767
AC22259704,C02768
AC11476088,C02769
AC79763434,C02770
AC66444030,C02771
AC70342527,C02771
AC78760608,C02772
AC87818420,C02773
AC24352785,C02774
AC47527387,C02774
AC41245588,C02775
AC92941673,C02776
AC45289330,C02776
AC75887117,C02777
AC20311714,C02778
AC62006528,C02778
AC73148904,C02779
AC71941950,C02780
AC13292412,C02781
AC28088121,C02781
AC96544629,C02781
AC72510899,C02782
AC23856353,C02783
AC82079698,C02783
AC68642282,C02784
AC91662456,C02785
AC30605254,C02786
AC31855033,C02787
AC79743146,C02787
AC35313482,C02787
AC97556267,C02788
AC83316031,C02788
AC57293317,C02789
AC38591918,C02789
AC90196115,C02790
AC91112117,C02791
AC49609063,C02791
AC56373051,C02792
AC83155700,C02793
AC60895913,C02794
AC12016803,C02795
AC74571806,C02795
AC86087744,C02796
AC11123185,C02796
AC40695651,C02797
AC63531560,C02797
AC22219185,C02798
AC80928936,C02798
AC22894834,C02799
AC95192441,C02799
AC55103740,C02799
AC68458126,C02800
AC38461223,C02800
AC11921368,C02800
AC54977146,C02801
AC90158483,C02801
AC40811125,C02802
AC86354396,C02803
AC65856482,C02803
AC74542215,C02804
AC35796480,C02805
AC40308656,C02805
AC69081681,C02805
AC94523213,C02806
AC19384196,C02807
AC38784652,C02808
AC37100583,C02809
AC96723215,C02809
AC78045190,C02810
AC32987416,C02810
AC30411589,C02811
AC20836677,C02812
AC60101359,C02813
AC58321931,C02814
AC64728537,C02815
AC93220291,C02816
AC83716105,C02816
AC19943922,C02816
AC98433191,C02817
AC36675387,C02817
AC33934251,C02818
AC18333284,C02819
AC86535243,C02820
AC99720910,C02821
AC14179195,C02822
AC46364913,C02823
AC35324012,C02823
AC38999411,C02824
AC69133659,C02825
AC21405618,C02826
AC37803590,C02826
AC36158894,C02827
AC60579443,C02828
AC72343457,C02828
AC51655262,C02829
AC34659204,C02829
AC80700349,C02830
AC41311441,C02831
AC40558094,C02831
AC32384587,C02832
AC25590421,C02832
AC14412386,C02833
AC58730322,C02833
AC25685664,C02834
AC93020735,C02834
AC94890838,C02834
AC10417922,C02835
AC28581351,C02836
AC32423412,C02836
AC86561305,C02837
AC75129609,C02838
AC74690359,C02838
AC87469199,C02839
AC63717832,C02839
AC84853390,C02840
AC96670643,C02840
AC70961428,C02841
AC66768591,C02841
AC30725579,C02842
AC60868550,C02842
AC18941454,C02843
AC89111802,C02843
AC23768594,C02843
AC82531443,C02844
AC40304061,C02844
AC27195444,C02845
AC81616661,C02845
AC23283198,C02846
AC47942588,C02847
AC81902335,C02848
AC76215451,C02849
AC35505395,C02850
AC77014176,C02850
AC84468125,C02851
AC70001935,C02852
AC76356990,C02853
AC64127252,C02854
AC26471553,C02855
AC64323683,C02856
AC26858760,C02857
AC78793135,C02858
AC65947455,C02859
AC12430176,C02859
AC24659784,C02860
AC63676560,C02861
AC20892052,C02861
AC81334293,C02861
AC31520133,C02862
AC47945761,C02863
AC70857446,C02863
AC16561810,C02864
AC66314245,C02865
AC82537699,C02866
AC76198458,C02867
AC86822099,C02868
AC44350064,C02869
AC11884593,C02870
AC52650231,C02871
AC32089485,C02871
AC67377713,C02871
AC14849416,C02872
AC83652229,C02873
AC26899753,C02873
AC97235482,C02873
AC26931012,C02874
AC36172640,C02874
AC84397291,C02875
AC28605012,C02876
AC56989192,C02876
AC52354822,C02877
AC73544008,C02877
AC81333300,C02877
AC94956056,C02878
AC35945299,C02878
AC52845366,C02879
AC54162371,C02880
AC22417168,C02880
AC20695865,C02881
AC64218351,C02882
AC77296957,C02882
AC79430851,C02883
AC40985326,C02884
AC59734235,C02884
AC74681142,C02885
AC68196798,C02886
AC86009688,C02887
AC10085942,C02888
AC93960041,C02889
AC75984234,C02889
AC54657389,C02890
AC10056633,C02890
AC90443659,C02891
AC73270475,C02892
AC84064360,C02893
AC55773503,C02893
AC62849849,C02893
AC63960234,C02894
AC69210130,C02894
AC35341627,C02895
AC24797709,C02896
AC45661588,C02897
AC53999372,C02898
AC94289460,C02899
AC88072126,C02900
AC52872722,C02900
AC12253178,C02901
AC53941750,C02902
AC77902202,C02903
AC30980451,C02903
AC31091397,C02904
AC95166080,C02905
AC95914814,C02905
AC51413030,C02905
AC15882419,C02906
AC12301197,C02906
AC79786174,C02907
AC91574794,C02908
AC48267526,C02908
AC59808765,C02908
AC86182610,C02909
AC95625529,C02909
AC14836828,C02910
AC90491756,C02911
AC38145123,C02911
AC30180410,C02912
AC55232985,C02913
AC64484650,C02914
AC45411899,C02915
AC26780453,C02916
AC29711484,C02916
